x,y,s
2.14,2.89,0
2.53,3.72,0
-3.7,-1.78,6
2.02,3.05,0
6.2,3.58,3
2.2,2.32,0
-4.63,-0.24,6
1.69,2.51,0
0.69,-0.41,0
3.86,3.44,0
-6.49,-0.36,0
-0.98,-2.44,1
1.78,3.8,0
-0.77,-0.23,1
6.76,3.53,3
1.66,2.67,0
-6.04,-1.13,6
-6.25,-1.23,6
1.52,3.36,0
1.59,1.35,0
5.33,3.26,3
5.08,3.0,0
6.01,5.04,3
-5.78,-4.46,5
2.39,2.05,0
-7.3,-3.53,5
-0.85,-1.1,1
-4.82,-4.1,5
-0.51,-1.63,1
7.21,4.51,3
-7.3,-3.31,5
-3.15,-3.65,1
-5.8,-3.37,5
5.3,3.09,3
1.21,0.87,0
4.99,3.29,3
5.13,2.68,3
-2.53,-2.22,5
-6.11,-4.25,5
-6.62,-2.66,5
-3.91,-3.17,5
-6.88,-3.41,5
-2.19,8.14,2
1.78,2.82,0
-6.44,-0.08,6
-6.46,-3.01,5
-3.7,-4.15,5
-3.98,-3.65,5
3.29,3.67,0
-6.38,-0.13,6
2.22,1.9,0
5.38,2.8,3
-4.49,-3.68,5
-1.54,-2.19,1
1.76,1.84,0
5.31,2.95,3
6.37,3.69,3
1.66,2.96,0
-4.65,-3.98,5
-0.74,-2.42,1
1.95,2.13,0
-6.92,-3.4,5
-6.66,-1.22,6
6.75,3.7,3
-1.8,-2.79,1
-6.27,-1.13,6
2.71,2.39,0
5.76,3.1,3
-4.69,-3.72,5
-6.67,-0.23,6
-3.92,-4.12,5
-7.03,-1.71,6
2.08,1.9,0
-6.53,-0.24,6
-1.29,-1.2,1
4.6,3.76,0
-6.52,-0.77,6
5.51,2.85,3
-5.21,-3.74,5
-1.59,-1.11,1
-1.76,-1.87,1
-1.93,-2.19,1
5.85,4.88,3
6.04,3.62,3
1.87,1.76,0
1.16,0.1,0
3.64,4.34,0
-3.65,-3.98,5
-4.61,-4.07,5
-2.32,-1.02,1
5.02,3.4,3
-5.18,-3.74,5
2.22,1.87,0
6.66,4.25,3
-5.81,-0.46,6
1.87,1.77,0
1.56,3.54,0
-6.44,-0.49,6
5.05,3.52,3
3.78,3.17,0
1.5,1.7,0
-0.8,-1.02,1
1.28,2.74,0
2.44,1.98,0
6.52,4.87,3
-6.85,-3.67,5
-6.68,-0.18,6
-1.49,-2.4,1
2.45,2.34,0
2.47,2.0,0
1.5,2.04,0
4.98,3.78,3
-6.46,-0.53,6
-4.53,-3.8,5
-1.42,-3.27,1
1.32,1.22,0
-0.76,-2.84,1
-6.31,-3.83,5
-1.94,8.04,2
-3.18,-3.74,5
1.12,1.08,0
5.48,3.03,3
4.1,4.6,0
-6.83,-0.47,6
-1.69,-2.08,1
-5.74,-4.04,5
-6.16,-2.84,5
1.42,2.72,0
4.8,4.26,3
-6.81,0.08,6
2.38,1.93,0
-6.28,-1.13,6
1.14,0.88,0
3.28,3.22,0
1.34,4.1,0
-4.16,-4.45,5
-5.93,-3.97,5
-6.69,-3.27,5
1.79,1.53,0
-1.6,-1.75,1
6.35,3.64,3
6.18,3.36,3
-6.14,-2.74,5
-6.25,-0.26,6
4.46,3.77,3
1.32,2.75,0
5.13,3.34,3
-4.04,-4.28,5
-2.25,-2.46,1
6.69,4.78,3
-0.56,-0.35,1
1.4,2.33,0
1.4,2.37,0
1.82,2.42,0
-4.72,-4.06,5
-1.31,-2.77,1
1.69,2.45,0
5.1,2.78,0
-6.54,-0.23,6
-5.41,-4.46,5
-7.0,-4.04,5
1.75,1.84,0
-4.93,-4.81,5
2.15,2.03,0
0.6,3.49,0
-6.38,-0.85,6
2.83,2.63,0
3.25,2.38,0
1.22,3.8,0
-6.39,-0.09,6
-1.29,-1.64,1
4.75,3.26,3
-6.9,-2.0,5
4.92,3.32,3
-0.22,-1.87,0
-5.4,-4.24,5
-5.9,-4.24,5
-6.31,-0.69,6
3.03,2.45,0
0.46,0.27,0
4.14,2.83,0
-6.73,-2.43,6
-6.65,-3.14,5
0.88,0.92,1
0.12,-0.34,1
2.64,2.2,0
-6.97,-1.24,6
-4.36,-1.42,6
5.54,4.84,3
-5.19,-4.36,5
6.69,3.51,3
-5.61,-3.32,5
-5.36,-1.45,6
4.93,4.9,3
-0.85,-1.0,1
-4.76,-4.45,5
1.49,2.56,0
-0.73,-2.09,1
-0.46,-1.28,1
5.03,3.86,3
-5.86,-1.32,6
-5.84,-1.49,6
-4.34,-4.46,5
6.76,4.66,3
7.01,4.68,3
-0.29,-0.7,1
-0.94,-0.95,1
1.63,1.57,0
-4.54,-4.16,5
-1.24,-1.63,1
6.42,3.73,3
6.05,4.54,3
-7.36,-3.12,5
-5.36,-1.23,6
6.14,3.69,3
-5.53,-5.13,5
-6.84,-2.24,5
1.08,0.94,0
7.08,3.35,3
-0.94,-2.04,1
4.8,3.35,3
5.66,-4.61,4
-5.78,-1.28,6
-5.2,-2.42,5
5.38,3.29,3
-0.52,0.0,0
6.82,4.13,3
-0.91,-0.56,1
1.09,3.58,0
0.84,1.85,0
-6.67,-0.06,6
-0.9,-2.9,1
0.66,-0.34,0
6.02,4.24,3
2.25,1.48,0
-0.16,-1.31,1
-1.25,-0.48,1
6.3,2.96,0
6.8,4.37,3
7.2,3.85,3
0.26,-0.88,1
-4.21,-4.53,5
1.28,2.97,0
-2.22,-1.98,1
1.33,2.27,0
-0.62,-0.53,0
-6.33,-0.03,6
-2.06,8.08,2
1.81,0.42,0
-6.28,-4.86,5
6.09,4.06,3
6.14,-5.08,4
-6.26,0.16,6
-1.3,-1.5,1
-5.08,-4.64,5
-5.75,-1.68,6
0.54,0.2,0
-5.27,-4.69,5
-0.59,-2.31,1
-6.51,-2.6,5
-1.4,-1.48,1
6.62,3.57,3
-5.51,-1.85,6
6.08,3.5,3
-1.66,-2.1,1
-1.76,-1.35,1
-4.09,-4.02,5
-5.33,-1.49,6
-4.37,-4.46,5
5.13,-4.67,4
6.39,4.19,3
5.71,4.86,0
-5.34,-4.11,5
5.74,4.64,3
-1.86,7.93,2
5.78,3.06,0
-0.12,-0.97,1
6.38,3.46,3
-0.81,-1.53,1
-1.76,-2.11,1
-5.05,-3.74,5
-6.4,0.04,6
-1.09,-1.29,1
-0.79,-0.92,1
-1.71,-2.55,1
6.62,4.48,3
-0.31,-0.19,1
6.54,3.77,3
-1.53,-2.09,1
-0.8,-2.17,1
5.55,-5.0,0
4.18,4.63,0
-0.02,-0.4,0
0.69,3.33,0
-5.6,-1.52,6
6.2,4.89,3
-0.99,-1.5,1
-5.66,-5.16,5
-6.17,0.27,6
-0.16,-0.69,1
-1.52,-3.54,0
-5.26,-1.47,6
0.65,-0.53,0
-0.58,-0.71,1
6.13,3.55,3
7.08,4.46,3
-0.83,-1.86,1
6.08,4.75,3
5.53,4.51,3
-5.95,0.17,6
6.91,3.69,3
-5.35,-1.18,6
0.24,-0.45,1
1.73,2.63,0
-0.7,-1.72,1
-4.94,-1.62,6
-4.84,-4.03,5
1.38,3.76,0
5.62,-4.69,4
6.55,3.89,3
-1.58,-2.63,1
-4.72,-4.78,5
-0.65,-2.0,1
1.11,2.6,0
-0.39,-0.16,1
-1.46,-0.88,1
-0.02,-0.68,1
0.57,-0.19,0
5.48,-4.85,4
4.83,4.97,3
5.14,4.34,3
-3.83,-4.04,5
-5.49,-4.81,5
0.82,0.44,0
6.53,4.48,3
-0.74,-0.4,1
-6.0,-2.86,5
-0.29,-1.58,1
-1.87,-1.79,1
5.86,3.15,3
-4.96,-4.52,5
-0.48,-2.68,1
6.47,3.94,3
-5.58,-3.32,5
-4.59,-1.22,6
-0.97,-1.32,1
-1.55,-1.3,1
-0.09,-0.06,1
1.12,4.03,0
-6.19,-4.51,5
2.01,4.04,0
6.3,3.7,3
-6.48,-5.22,5
-1.98,-1.97,1
4.87,4.1,3
7.31,3.49,3
7.13,4.15,3
5.78,4.32,3
5.95,3.85,3
5.27,-4.47,4
2.73,2.25,0
5.26,4.96,3
5.1,-4.3,4
-6.27,-2.43,5
-2.67,8.1,2
6.66,3.94,3
6.89,4.35,3
-5.81,-4.28,5
-2.52,-3.09,1
-6.37,0.01,6
-0.77,-0.34,1
-0.79,-2.03,1
-5.92,-3.22,5
6.18,4.23,0
-4.61,-2.84,6
6.51,4.02,3
5.9,4.34,3
-1.2,-1.51,1
-1.52,-0.79,1
-1.23,-1.31,1
-1.49,-1.68,1
-5.23,-3.7,5
1.46,2.4,0
-4.49,-1.8,6
5.15,3.82,3
-0.25,-1.23,1
6.41,4.88,3
5.4,3.65,3
-4.07,-4.1,5
6.44,4.12,3
6.15,3.42,3
1.28,3.55,0
-1.36,-1.84,0
6.56,3.76,3
6.15,3.85,3
0.34,-1.24,1
-7.2,-3.74,5
0.02,0.07,0
5.78,3.94,3
-6.25,-5.11,5
-2.44,-2.3,1
6.54,3.81,3
0.74,-1.27,0
6.34,-4.26,4
-1.0,-1.27,1
-0.67,-0.59,1
-4.13,-3.87,5
-6.13,-4.4,5
4.88,-3.78,1
1.32,2.4,0
4.75,3.75,3
-6.37,-3.86,5
4.28,3.44,3
-4.86,-2.5,5
2.76,1.83,0
-6.78,-3.73,5
-4.61,-1.52,6
6.17,-4.11,4
-7.18,-2.7,5
-6.3,-3.38,5
-6.04,-1.4,6
6.28,4.05,3
4.94,4.75,3
0.85,-0.14,0
-4.94,-3.96,5
-3.76,-1.49,1
-4.14,-4.24,5
-4.77,-4.83,5
1.6,3.51,0
7.11,3.68,3
-5.8,-4.25,5
-0.53,-1.62,0
1.08,4.1,0
-4.34,-2.36,5
6.46,4.21,3
-5.56,-1.74,6
5.15,4.83,3
-1.86,-3.53,1
5.92,3.81,0
-0.32,-0.5,1
-4.11,-4.28,5
-3.7,-4.1,5
-5.18,-4.01,5
5.95,3.83,3
7.41,4.46,3
-0.71,-1.3,1
-5.14,-1.63,6
-3.7,-3.92,5
6.76,4.97,3
-4.07,-3.85,5
-0.72,-0.62,1
-1.86,-1.06,1
-1.66,-1.7,1
-5.74,-3.27,5
-5.0,0.21,6
-4.02,-4.4,5
2.92,2.99,0
-2.16,8.09,2
0.52,-0.05,0
2.01,2.11,0
-4.8,-2.05,6
-0.68,-0.65,1
-1.64,-0.93,1
-6.21,-4.25,5
-5.78,-3.86,5
-6.04,0.22,6
5.18,3.77,3
-0.88,-1.93,1
5.62,4.08,3
-6.78,-4.06,5
5.75,4.26,3
5.88,-4.14,4
-6.26,-5.22,5
-2.34,-0.92,1
2.1,2.59,0
-6.58,-2.01,6
-4.97,-1.37,6
-5.29,-0.81,6
-0.77,-1.83,1
-0.59,-2.7,1
-1.31,-1.08,1
1.53,2.05,0
5.8,4.41,3
5.73,-4.66,4
-1.72,-1.43,1
6.12,3.89,3
3.51,3.64,0
6.22,4.19,3
5.41,3.18,3
-6.06,-0.05,6
-6.63,-3.33,5
0.75,-1.59,1
-4.41,-4.53,5
-1.4,-1.45,1
-5.2,-3.78,5
-5.35,-4.11,5
5.14,3.54,3
0.28,-0.84,1
0.74,0.89,0
-0.8,-1.01,1
6.21,-4.69,4
-3.57,-1.29,1
-4.45,-1.61,6
5.6,4.29,3
-0.6,-2.46,1
-1.53,-1.68,1
5.9,4.95,3
-0.09,-0.49,1
-5.52,-4.07,5
-4.61,-4.63,5
5.55,-4.94,4
-6.76,-0.68,6
-0.29,-1.16,1
5.13,3.82,3
-4.29,-1.8,6
-4.96,-4.0,5
5.66,-4.58,4
-4.1,-3.93,5
-1.13,-0.22,1
-5.65,-4.66,5
1.16,2.42,0
-6.22,-1.99,6
-1.52,-2.32,1
-2.54,-1.9,6
-6.66,-3.54,5
-0.54,-0.99,1
6.44,4.61,3
-0.65,-0.71,1
5.98,3.63,3
-7.35,-2.94,5
-4.19,-3.92,5
5.95,4.47,3
-3.39,-4.06,5
5.69,3.73,3
-0.9,-0.68,1
-1.92,-0.93,1
5.72,3.54,3
-6.74,-3.49,5
5.9,4.82,3
-5.83,-3.91,5
-4.1,-3.89,5
-4.88,-1.86,6
5.94,3.93,3
5.32,3.68,3
-0.93,-2.15,1
5.58,4.57,3
-5.87,-2.86,5
5.41,3.96,3
-4.87,-1.4,6
-7.37,-3.55,5
-6.68,-4.71,5
5.67,-4.45,4
7.13,4.89,0
-4.61,-1.96,6
-6.41,-0.08,6
-5.68,-3.57,5
-5.86,-3.69,5
-1.89,-1.87,1
5.69,4.09,3
-0.98,-2.8,1
-1.08,-1.44,1
-5.8,-4.39,5
-6.26,-5.07,5
-4.55,-2.44,6
-6.58,-4.47,5
-1.34,-3.09,1
7.23,4.34,3
-0.3,-0.5,1
-1.29,-1.11,1
-1.62,-2.95,1
-0.73,-0.49,1
6.22,4.24,3
1.16,3.45,0
5.69,3.54,3
-6.46,-4.64,5
-0.52,-1.36,1
-0.1,0.18,1
-5.81,-3.74,5
5.49,3.71,3
-5.12,-1.81,6
-6.63,-3.82,5
-5.47,-4.8,5
7.08,4.59,3
5.67,4.04,3
-5.64,-1.72,6
1.4,3.36,0
-1.11,-0.59,1
-5.81,-1.33,6
5.01,-4.2,4
-5.2,-3.04,5
6.04,3.42,0
6.26,3.86,3
-6.41,-0.74,6
6.02,4.83,3
5.64,-4.35,4
-0.98,-1.08,1
-6.9,-4.18,5
-0.57,-1.64,1
-1.86,-3.02,1
-1.89,-2.53,1
-1.71,-0.89,1
6.0,4.61,0
-0.77,-2.26,1
-6.91,-3.52,5
-0.98,-1.13,1
-3.52,-3.88,5
0.45,-1.02,1
1.01,2.66,0
-6.93,-3.1,5
-0.68,-0.7,1
-1.25,-1.15,1
6.05,3.52,3
0.89,2.61,0
-5.93,-1.99,6
-4.58,-1.57,6
-6.62,-4.52,5
-0.42,-0.73,1
5.73,4.15,3
-4.87,-4.71,5
-5.39,-4.72,5
-4.6,-4.03,5
-1.61,-1.6,1
-1.46,-2.53,1
-4.39,-3.43,5
-3.86,-1.34,1
1.72,4.28,0
-1.49,-2.45,1
6.6,-4.94,4
2.22,3.74,0
-1.38,-2.2,1
6.62,-4.68,4
-0.32,-1.56,1
5.74,5.16,3
-5.72,-3.79,5
6.79,3.89,3
-4.29,-3.34,5
-1.02,-1.36,1
-6.1,-4.86,5
-4.8,-1.29,6
1.25,2.72,0
-5.68,-1.87,6
6.1,3.12,0
-6.17,-2.44,6
-0.71,-2.7,1
-0.11,-2.15,1
5.92,4.52,3
-1.46,-1.81,1
-0.72,-1.39,1
0.6,3.23,0
-1.06,-2.08,1
6.67,4.83,3
0.12,-0.89,1
5.48,3.41,0
-4.56,-1.72,6
-4.89,-1.64,6
0.15,-1.39,1
-4.95,-4.46,5
6.27,-4.7,4
6.65,4.29,3
-4.6,-0.29,6
4.46,3.9,3
-1.53,8.55,2
5.29,3.74,3
5.89,4.22,3
-6.57,-3.05,5
1.58,3.16,0
0.23,-0.27,0
-0.42,-0.72,1
-1.58,-2.37,1
5.52,4.26,3
5.29,-4.6,0
2.24,3.07,0
6.1,3.94,3
-5.52,-5.24,0
-5.76,-3.84,5
6.05,-4.7,4
-1.16,-0.62,1
6.17,3.44,3
-6.34,-2.74,5
-6.13,-3.78,5
-0.71,-0.4,1
1.2,3.7,0
6.06,-4.79,4
6.33,4.04,3
4.73,3.8,3
-6.52,-4.72,5
-6.22,0.05,6
5.37,3.37,3
6.04,4.5,3
6.02,-4.66,4
6.7,3.73,3
5.41,4.06,3
6.26,3.76,3
5.41,4.69,3
-4.72,-1.58,6
-2.08,-1.58,1
7.29,4.23,3
-6.75,-4.6,5
-6.73,-3.24,5
-1.55,-1.98,1
6.75,3.94,3
-4.76,-1.44,6
-1.1,-0.55,1
-4.07,-1.32,6
-0.0,-0.47,1
-4.21,-1.22,6
-1.57,-2.05,1
6.14,4.14,0
1.09,3.13,0
-2.42,-1.52,1
4.74,4.59,3
-5.15,-4.52,5
6.21,4.53,3
5.99,3.46,3
0.67,-1.06,1
6.2,4.3,3
5.68,5.22,3
-4.08,-4.53,5
6.58,3.92,3
0.41,-0.2,0
-6.56,-4.59,5
-5.56,0.13,6
7.38,4.28,3
-5.22,-0.96,6
-7.19,-4.04,5
-4.36,-1.68,6
-1.03,-1.34,1
6.69,4.11,3
-1.25,-0.68,1
5.93,4.32,3
-4.78,-3.78,5
-4.49,-3.53,5
6.35,3.78,3
6.64,3.93,3
-0.76,-1.41,1
5.86,5.31,3
4.32,3.73,0
-4.28,-1.43,6
5.66,-5.14,4
-5.12,-1.47,6
1.76,3.46,0
6.06,3.98,3
-7.0,-4.02,5
6.65,-4.33,4
6.05,-4.99,4
-5.32,-1.86,6
-6.02,-2.48,6
6.53,-3.98,4
-5.22,-1.82,6
-5.83,-1.93,6
-4.15,-3.55,5
0.65,3.58,0
-5.78,-1.95,6
6.07,4.68,3
5.75,-4.91,4
7.02,3.97,3
5.89,4.47,3
3.95,3.48,0
-5.4,-4.72,5
4.91,4.03,3
-4.1,-1.27,6
6.8,3.78,3
6.95,4.14,3
-4.39,-3.98,5
-7.27,-3.35,5
5.47,3.98,3
4.94,3.45,3
-3.4,-3.05,5
4.99,-4.14,1
5.39,-4.49,4
-6.11,-1.46,6
0.99,0.54,0
4.93,3.75,3
5.36,4.83,3
-4.05,-4.48,5
5.84,5.03,3
6.45,4.28,3
7.08,4.13,3
-5.6,-1.91,6
6.54,4.07,3
-4.6,-1.27,6
-5.71,-3.04,6
-4.8,-4.5,5
-1.1,-0.83,1
-6.97,-4.03,5
-1.95,-1.14,1
0.55,-0.93,1
-3.76,-3.99,5
-1.93,-1.57,1
6.04,3.78,0
-1.64,-0.88,1
-3.77,-3.69,0
4.57,3.84,3
-7.07,-4.14,5
-4.83,-2.15,6
-4.97,-1.79,6
-0.86,-2.84,1
6.93,4.59,3
6.17,3.37,3
-6.91,-3.74,5
6.07,4.06,3
-1.54,-1.7,1
-1.7,-2.2,1
5.24,-4.88,1
5.77,4.26,3
0.63,0.09,0
-4.77,-4.59,5
6.06,3.8,3
-6.51,-5.04,5
-7.2,-2.97,5
6.41,4.08,0
7.0,3.78,3
5.16,-3.93,4
-6.11,-3.33,5
-0.27,-1.22,1
-4.09,-4.3,5
7.02,3.57,3
-1.38,-0.91,1
-6.61,-1.06,6
-5.97,-3.76,5
0.91,4.41,0
5.77,3.36,3
6.14,3.9,3
5.56,2.62,1
-1.51,-1.3,1
-5.04,-1.27,6
5.8,4.36,3
5.2,-4.86,4
-3.67,-4.28,5
-6.19,-3.48,5
-0.94,-2.26,1
5.98,3.28,3
1.27,1.0,0
5.71,3.9,3
6.07,3.44,3
6.03,4.37,0
-0.63,-1.12,1
-6.52,-3.82,5
-1.74,-1.45,1
1.79,1.76,0
-4.01,-4.33,5
5.62,4.44,3
-6.94,-2.9,5
-5.05,-3.74,5
-4.35,-2.29,6
-4.84,-3.05,5
6.01,4.02,3
-6.39,-0.71,6
7.31,3.97,0
-5.9,-1.44,6
6.5,3.59,3
-1.24,-0.8,1
-5.91,-1.62,6
-1.43,-1.69,1
6.26,3.79,3
-4.79,-1.38,6
1.3,-0.13,0
6.49,3.86,3
-0.39,-2.77,1
6.45,4.38,3
4.84,4.86,0
-4.49,-3.21,5
-5.31,-4.58,5
-1.41,-2.99,1
6.38,4.36,3
-5.67,-1.91,6
6.28,-4.95,4
5.93,5.34,3
-4.47,-1.6,6
5.99,4.56,3
5.95,3.76,3
-1.63,-2.23,1
-4.43,-4.36,5
5.18,4.84,3
-0.8,-2.48,1
-0.75,-0.4,1
1.41,0.18,0
6.51,-4.32,4
-1.26,-1.59,1
-1.66,7.87,2
-1.7,7.9,2
-3.3,8.0,2
6.8,-4.29,4
-2.01,7.51,2
2.29,3.1,0
-1.94,7.95,2
-5.15,-3.8,5
-0.85,-0.23,1
-2.19,-1.6,1
0.68,-1.15,0
-4.45,-3.18,5
-1.9,-1.27,1
5.62,-3.76,4
2.08,4.52,0
1.6,0.55,0
-3.25,8.04,2
-3.37,8.24,2
6.47,-4.49,4
-6.94,-4.61,5
-1.29,-1.83,1
-6.84,-2.57,5
-1.28,-2.81,1
0.68,1.78,0
-5.74,-4.58,5
-2.06,7.44,2
-6.94,-2.26,5
5.4,-4.65,4
1.4,4.23,0
1.01,-0.02,1
0.55,-1.43,1
-1.7,7.56,2
-6.77,-0.3,6
-1.39,-1.75,1
-1.61,7.73,2
-0.32,-0.93,1
-6.92,-3.02,5
5.59,-4.15,4
-1.59,7.68,2
0.17,-1.74,1
-0.83,-0.86,1
7.2,4.12,3
-6.52,-4.79,5
-0.21,-2.12,1
-1.54,7.62,2
-4.83,-0.08,6
0.17,-0.6,1
-0.98,-1.47,1
-7.25,-3.17,5
5.6,-4.07,4
-3.32,7.96,2
-3.34,8.1,2
-3.26,8.17,2
-1.86,7.61,2
2.32,2.89,0
-2.3,7.82,2
-1.36,-2.61,1
-1.93,7.31,2
7.24,3.89,3
6.43,-3.87,4
5.36,-4.15,4
-1.82,7.6,2
0.86,0.26,0
-1.64,7.55,2
1.07,3.65,0
-1.97,-1.95,1
-6.38,-4.88,5
-2.09,7.45,2
-3.6,7.96,2
-0.5,-1.13,1
-0.4,-0.7,1
-2.18,7.45,2
0.21,-2.32,1
-1.97,-2.77,1
-0.93,-0.51,1
-0.17,-0.67,1
5.76,-3.9,4
5.39,-4.03,4
-0.88,-0.82,1
-1.71,7.58,0
-3.35,8.18,2
-2.11,-1.85,1
-4.92,0.01,6
5.58,-3.51,4
1.35,3.87,0
6.6,3.79,0
4.5,3.34,3
-0.34,-1.28,1
-3.42,7.99,2
5.56,3.7,0
3.16,3.44,0
-6.31,-5.05,5
6.21,-3.86,4
5.47,-4.48,4
-3.41,-2.44,1
-1.35,-0.65,1
-1.64,7.63,0
-7.38,-3.82,5
4.76,4.25,3
-1.56,7.61,2
0.25,-0.82,1
-5.38,0.01,6
0.39,-1.56,0
-3.56,8.07,2
-6.45,-5.25,5
-1.8,7.8,0
2.24,1.06,0
5.18,4.37,3
-1.92,7.21,0
0.67,-0.45,1
-2.89,7.82,2
-2.03,-2.41,1
-1.59,-2.14,1
1.33,3.13,0
-1.67,7.67,2
-5.39,-4.93,5
-6.84,-2.85,5
0.9,3.84,0
2.3,3.59,0
-1.62,8.27,2
-2.38,-1.58,1
5.37,-4.23,4
6.66,-4.19,4
-0.28,-1.66,1
6.37,-4.52,4
-3.36,8.01,2
1.52,3.93,0
-1.39,-1.5,1
-5.35,-0.07,6
-0.09,-0.75,1
1.95,3.24,0
-1.72,7.3,2
4.08,3.81,3
3.18,4.14,3
5.9,-3.92,4
-1.92,7.36,2
-3.52,8.12,2
-1.94,-1.92,1
3.83,3.74,0
0.58,-0.86,0
6.06,-3.72,4
0.58,-2.07,1
6.76,-4.3,4
-1.11,-1.84,1
4.74,3.74,3
-2.33,7.82,2
-5.02,-3.52,5
6.58,-4.73,4
-3.68,8.22,2
-3.08,-3.69,1
0.35,-1.43,0
-5.11,-3.38,5
4.78,3.01,0
0.33,-0.16,1
5.24,2.92,3
1.59,3.5,0
-0.34,-1.78,1
6.89,3.37,3
-3.35,7.92,2
0.06,-2.52,1
6.6,-4.67,4
1.86,4.02,0
4.7,3.45,3
0.36,-0.68,1
-3.77,-3.66,5
-1.84,-1.93,1
2.47,4.17,2
6.05,-5.22,4
7.34,3.83,3
5.94,-4.75,4
-6.87,-4.55,5
-3.54,8.03,2
1.84,3.17,0
-0.12,-0.55,1
-3.5,7.58,0
-2.85,8.15,2
4.48,4.39,0
-1.62,7.23,2
-1.91,-1.52,1
5.34,-3.84,4
-3.06,8.12,2
6.09,-3.56,4
-2.11,7.89,2
5.03,4.12,0
-1.28,7.83,0
5.32,-3.69,4
-4.85,-4.48,5
6.52,-4.06,4
0.34,-0.46,1
5.55,4.62,3
0.45,-2.49,1
7.46,3.6,3
4.79,4.57,3
-1.94,-1.46,1
5.79,-4.74,4
-3.38,7.98,2
-1.16,-0.6,1
1.65,3.9,0
-2.17,7.71,2
-3.3,8.09,2
-1.86,7.61,2
-2.52,-1.92,1
6.91,4.07,3
-4.27,-3.48,5
5.78,-4.1,4
4.36,3.36,3
-6.71,-4.59,5
-3.65,8.14,2
0.04,-0.73,1
0.55,-2.03,1
-1.98,7.55,2
-1.93,7.5,2
-5.17,0.36,6
-5.93,0.18,6
-0.81,-2.18,1
1.79,1.74,0
-1.93,-2.3,1
-3.28,8.16,2
4.56,3.37,3
6.13,-4.24,4
-1.5,7.72,2
-6.66,-5.31,5
1.23,3.37,0
-1.58,7.85,2
-6.57,-5.22,5
0.14,-0.01,1
1.08,3.81,0
5.96,-4.39,4
7.41,4.79,3
-6.5,-5.2,5
-1.66,-1.64,1
-1.59,-2.82,1
-0.93,-1.56,1
6.31,-4.07,4
4.92,2.83,3
4.24,2.67,0
-1.23,-0.52,1
-1.46,-1.17,1
-5.74,-4.58,5
5.67,-3.85,4
1.89,3.1,0
4.95,3.85,3
5.78,-4.76,4
6.6,-4.27,4
-3.03,8.15,2
5.39,-4.07,4
-1.77,-1.93,1
-5.44,-4.95,5
-0.6,-1.28,1
1.13,2.59,0
-4.4,-4.82,5
-2.84,7.91,2
6.24,-4.19,4
3.12,3.07,0
0.03,0.35,0
2.67,2.4,0
-1.12,-2.63,1
-1.35,-1.1,1
-1.62,7.34,2
-7.16,-3.09,5
5.71,-3.49,4
-0.31,-0.87,1
-1.76,8.03,2
0.5,-1.56,1
-6.7,-3.11,5
7.23,3.7,3
-1.67,7.45,2
2.34,2.88,0
-6.22,-0.37,6
1.45,3.47,0
-3.14,8.11,2
0.04,-0.53,1
-3.48,8.14,2
0.86,1.88,0
-1.69,-2.49,1
-1.77,-2.71,1
0.64,-0.68,0
0.77,3.6,0
-1.92,7.72,2
-2.52,7.7,2
6.18,-4.5,4
3.06,2.86,0
-2.31,7.84,2
-0.14,-0.98,1
0.08,-0.27,1
-6.6,-0.03,6
1.34,2.82,0
-1.54,-2.29,1
-4.01,-3.59,5
-1.76,7.41,2
0.01,-0.94,1
5.94,-4.13,4
-1.13,-1.9,1
0.91,0.88,0
-7.3,-2.71,5
-2.88,7.94,2
0.99,0.27,0
1.49,4.02,0
4.6,4.66,3
6.58,3.25,0
-1.73,7.4,2
1.34,3.15,0
0.76,3.52,0
4.53,4.26,3
3.41,3.56,0
2.4,4.28,0
-1.91,-0.57,1
6.97,-4.34,4
0.71,0.18,0
-1.42,8.2,2
-7.05,-2.3,5
-6.3,-3.74,5
-0.47,-0.98,1
2.08,0.89,0
6.01,-3.4,4
6.09,-4.79,4
-1.8,7.69,2
-6.15,-5.29,5
-5.79,-3.08,5
-1.99,7.78,2
1.26,3.63,0
-3.64,8.01,2
5.42,-4.41,4
4.92,3.79,3
-1.53,7.97,2
-3.39,-3.73,5
-3.33,8.29,2
0.64,3.4,0
0.57,3.6,0
-1.76,7.31,2
-0.03,-0.36,1
-2.34,7.49,2
-3.44,8.19,2
0.59,3.12,0
-3.34,-3.66,5
-2.27,-2.59,1
-6.81,-3.63,5
-0.02,-0.73,1
1.49,3.62,0
-3.22,8.14,2
-5.04,-4.66,5
-7.11,-3.24,5
4.58,4.74,3
-1.59,7.48,2
-1.77,-2.63,1
0.36,-0.4,1
-3.37,8.02,2
6.89,4.97,3
5.8,-3.71,4
-2.08,-1.93,1
-5.98,-5.12,5
-6.93,-2.5,5
-4.67,-2.93,5
-6.02,0.26,6
-0.68,-1.45,1
5.87,-3.77,4
5.6,4.08,3
-1.45,7.82,2
-1.42,-1.72,1
-1.68,7.72,2
-2.02,7.27,2
6.1,-4.22,4
-4.56,-0.11,6
0.07,-1.58,1
-6.75,-4.89,5
5.84,-3.86,4
-1.65,-1.35,1
1.43,4.04,0
-0.99,-2.32,1
-2.99,7.82,2
5.88,-4.61,4
-3.27,8.14,2
-1.7,7.44,2
6.33,-4.34,4
-3.66,-4.19,5
6.08,-3.45,4
-1.01,-1.38,1
-1.96,7.29,2
