hex_x,hex_y,n_cells,state,state_purity,BCL6,CD69,CXCR6,ENTPD1,GZMB,HAVCR2,ID2,ID3,IL7R,ITGAE,KLF2,LEF1,PDCD1,PRF1,RGS1,RUNX3,S1PR1,SELL,SELPLG,SLAMF6,TCF7,TOX,XCL1,ZEB2
8.319,1.49,107,CD8_c3_Tn,1.0,0.042,1.055,0.007,0.055,0.01,0.034,0.579,0.127,1.693,0.241,1.167,1.09,0.0,0.07,0.167,0.322,0.297,1.419,0.41,0.079,1.153,0.016,0.0,0.027
7.888,1.739,114,CD8_c3_Tn,0.991,0.01,0.592,0.0,0.032,0.0,0.0,0.303,0.15,1.76,0.14,1.209,0.825,0.0,0.053,0.064,0.231,0.13,1.465,0.271,0.033,1.085,0.011,0.0,0.0
8.032,2.484,117,CD8_c3_Tn,1.0,0.0,0.334,0.0,0.0,0.015,0.015,0.517,0.077,1.02,0.179,0.654,0.452,0.0,0.037,0.013,0.081,0.037,0.615,0.107,0.03,0.48,0.014,0.015,0.0
8.032,1.49,151,CD8_c3_Tn,1.0,0.006,0.878,0.009,0.034,0.032,0.001,0.69,0.143,1.624,0.225,1.19,1.027,0.012,0.089,0.103,0.34,0.202,1.465,0.427,0.072,1.176,0.009,0.018,0.018
7.745,2.981,93,CD8_c3_Tn,1.0,0.0,0.342,0.0,0.0,0.022,0.0,0.401,0.134,0.986,0.162,0.423,0.553,0.0,0.017,0.0,0.115,0.056,0.61,0.036,0.0,0.405,0.0,0.0,0.0
9.179,1.987,80,CD8_c3_Tn,1.0,0.0,0.257,0.0,0.0,0.035,0.017,0.57,0.111,0.894,0.094,0.612,0.605,0.0,0.017,0.0,0.113,0.096,0.993,0.165,0.054,0.624,0.0,0.0,0.0
7.458,2.484,71,CD8_c3_Tn,1.0,0.0,0.435,0.0,0.0,0.027,0.053,0.387,0.101,0.981,0.214,0.907,0.654,0.043,0.043,0.146,0.248,0.092,0.716,0.121,0.059,0.771,0.0,0.034,0.024
8.749,1.242,140,CD8_c3_Tn,1.0,0.042,1.242,0.014,0.019,0.054,0.019,0.718,0.228,1.6,0.172,1.091,1.107,0.007,0.126,0.339,0.278,0.354,1.297,0.508,0.081,1.146,0.014,0.003,0.029
7.745,1.987,55,CD8_c3_Tn,1.0,0.026,0.742,0.044,0.033,0.066,0.012,0.573,0.075,1.238,0.168,1.378,0.821,0.0,0.081,0.031,0.244,0.108,1.194,0.176,0.067,0.842,0.0,0.0,0.052
9.036,1.242,120,CD8_c3_Tn,1.0,0.0,0.759,0.0,0.01,0.0,0.01,0.95,0.149,1.292,0.317,1.081,0.908,0.012,0.096,0.092,0.271,0.088,1.283,0.31,0.061,0.836,0.035,0.0,0.0
8.462,1.739,93,CD8_c3_Tn,1.0,0.0,0.66,0.0,0.0,0.009,0.005,0.464,0.21,1.412,0.169,1.315,0.902,0.0,0.027,0.067,0.285,0.151,1.249,0.252,0.044,1.021,0.013,0.0,0.011
9.179,1.49,372,CD8_c3_Tn,1.0,0.0,0.511,0.0,0.0,0.019,0.021,0.931,0.092,1.102,0.189,0.864,0.855,0.0,0.107,0.035,0.204,0.086,1.195,0.179,0.038,0.689,0.014,0.0,0.007
7.315,1.739,200,CD8_c3_Tn,0.995,0.015,0.874,0.017,0.011,0.025,0.02,0.54,0.178,1.667,0.136,1.025,0.809,0.029,0.111,0.305,0.317,0.295,1.056,0.315,0.045,0.909,0.039,0.0,0.014
8.605,1.49,123,CD8_c3_Tn,1.0,0.036,0.983,0.0,0.017,0.006,0.025,0.435,0.105,1.609,0.174,1.258,0.985,0.042,0.105,0.168,0.248,0.171,1.446,0.35,0.127,1.053,0.0,0.0,0.013
5.737,0.994,147,CD8_c3_Tn,0.993,0.07,1.475,0.012,0.026,0.026,0.031,0.97,0.159,2.219,0.172,1.466,0.78,0.108,0.271,0.605,0.651,0.726,1.201,0.806,0.084,0.808,0.002,0.005,0.047
8.605,0.994,179,CD8_c3_Tn,0.994,0.077,1.619,0.015,0.009,0.009,0.041,1.07,0.298,1.506,0.18,1.425,0.921,0.01,0.138,0.308,0.45,0.197,1.218,0.373,0.106,1.249,0.019,0.0,0.011
8.462,1.242,144,CD8_c3_Tn,1.0,0.024,1.516,0.012,0.008,0.024,0.082,0.725,0.258,1.786,0.191,1.37,1.035,0.023,0.042,0.468,0.389,0.249,1.241,0.395,0.15,1.152,0.002,0.013,0.008
4.876,0.994,32,CD8_c3_Tn,0.5,0.049,1.7,0.0,0.014,0.0,0.044,1.263,0.245,2.313,0.159,1.211,0.519,0.033,0.299,0.778,0.654,0.411,0.978,0.431,0.158,0.637,0.0,0.072,0.0
7.601,1.739,145,CD8_c3_Tn,1.0,0.037,0.89,0.017,0.038,0.027,0.06,0.54,0.111,1.804,0.161,1.314,0.828,0.0,0.061,0.141,0.275,0.236,1.354,0.408,0.081,1.012,0.0,0.013,0.022
7.315,1.242,41,CD8_c3_Tn,1.0,0.015,2.0,0.0,0.02,0.0,0.075,0.948,0.188,2.359,0.128,1.496,0.921,0.069,0.068,0.783,0.404,0.267,1.574,0.341,0.33,0.909,0.0,0.021,0.033
7.601,1.242,74,CD8_c3_Tn,0.986,0.076,1.806,0.0,0.014,0.016,0.037,0.636,0.131,2.036,0.119,1.846,0.747,0.0,0.088,0.484,0.334,0.334,1.175,0.411,0.134,0.918,0.023,0.0,0.105
8.175,1.242,128,CD8_c3_Tn,1.0,0.02,1.789,0.0,0.054,0.0,0.021,0.843,0.174,1.842,0.216,1.653,1.035,0.0,0.101,0.425,0.346,0.3,1.44,0.338,0.095,1.086,0.007,0.012,0.043
7.601,2.733,120,CD8_c3_Tn,1.0,0.025,0.377,0.0,0.0,0.014,0.0,0.42,0.195,0.976,0.093,0.596,0.458,0.0,0.054,0.121,0.133,0.037,0.589,0.107,0.043,0.555,0.014,0.0,0.0
7.458,2.981,219,CD8_c3_Tn,1.0,0.007,0.307,0.027,0.01,0.026,0.016,0.385,0.093,0.77,0.164,0.51,0.45,0.0,0.027,0.03,0.088,0.084,0.516,0.036,0.02,0.533,0.0,0.0,0.0
2.868,0.497,146,CD8_c0_t-Teff,0.945,0.1,1.881,0.324,0.085,0.592,0.082,1.583,0.109,2.18,0.441,0.745,0.168,0.107,0.404,1.586,0.942,0.164,0.324,0.443,0.151,0.658,0.04,0.599,0.48
5.163,0.994,49,CD8_c3_Tn,0.878,0.143,2.16,0.035,0.017,0.0,0.113,1.298,0.128,2.504,0.221,1.68,0.812,0.143,0.199,0.919,0.658,0.235,0.983,0.667,0.124,0.827,0.015,0.072,0.026
7.745,2.484,47,CD8_c3_Tn,1.0,0.0,0.611,0.0,0.0,0.0,0.0,0.572,0.09,1.246,0.167,0.735,0.74,0.0,0.08,0.101,0.303,0.164,0.611,0.084,0.049,0.74,0.0,0.0,0.0
8.319,0.994,173,CD8_c3_Tn,1.0,0.051,1.596,0.008,0.027,0.034,0.019,1.035,0.255,1.536,0.231,1.701,0.982,0.012,0.122,0.322,0.446,0.22,1.167,0.273,0.057,1.184,0.001,0.007,0.016
7.888,1.242,102,CD8_c3_Tn,1.0,0.018,1.771,0.035,0.009,0.036,0.052,0.756,0.204,1.954,0.17,1.59,0.946,0.0,0.085,0.372,0.581,0.301,1.462,0.468,0.057,0.961,0.015,0.015,0.075
3.442,0.497,278,CD8_c0_t-Teff,0.989,0.131,1.55,0.413,0.032,1.223,0.085,1.599,0.16,2.509,0.45,0.484,0.195,0.256,0.761,1.326,1.03,0.178,0.232,0.438,0.159,0.378,0.039,0.723,0.31
7.315,3.229,23,CD8_c3_Tn,1.0,0.0,0.361,0.0,0.115,0.089,0.0,0.101,0.0,1.514,0.115,0.508,0.597,0.0,0.0,0.0,0.068,0.077,0.23,0.076,0.0,0.748,0.0,0.0,0.0
2.438,0.248,113,CD8_c0_t-Teff,0.912,0.091,2.274,0.161,0.16,0.828,0.038,1.901,0.105,1.838,0.302,0.65,0.12,0.154,0.503,1.429,1.202,0.176,0.271,0.31,0.14,0.424,0.066,0.609,0.389
-2.725,0.745,125,CD8_c10_Teff_CD244,0.792,0.018,0.853,0.17,0.107,0.688,0.198,1.097,0.066,0.706,0.175,0.404,0.123,0.288,0.968,0.888,0.454,0.172,0.269,0.522,0.276,0.231,0.207,0.119,0.285
6.167,0.745,35,CD8_c3_Tn,0.971,0.0,1.11,0.199,0.043,0.248,0.052,0.653,0.2,2.208,0.386,0.897,0.436,0.0,0.515,0.482,0.462,0.579,0.938,0.577,0.154,0.889,0.013,0.152,0.057
2.725,-0.745,176,CD8_c0_t-Teff,0.989,0.082,1.713,0.453,0.052,0.871,0.083,1.641,0.036,1.851,0.605,0.39,0.156,0.124,0.615,1.186,0.594,0.099,0.232,0.511,0.154,0.307,0.05,0.842,0.219
3.729,0.0,269,CD8_c0_t-Teff,0.989,0.056,1.284,0.601,0.03,1.463,0.08,1.326,0.087,2.764,0.465,0.462,0.12,0.212,0.917,1.072,0.848,0.21,0.352,0.516,0.21,0.374,0.046,0.685,0.332
2.151,1.739,196,CD8_c0_t-Teff,0.883,0.099,1.44,0.215,0.0,0.365,0.014,1.143,0.104,1.549,0.187,1.324,0.11,0.232,0.488,1.353,1.239,0.181,0.166,0.496,0.056,0.53,0.113,0.211,0.696
2.438,1.739,153,CD8_c0_t-Teff,0.961,0.126,1.459,0.27,0.038,0.342,0.056,0.978,0.1,1.754,0.236,1.135,0.089,0.32,0.483,1.438,1.179,0.261,0.339,0.572,0.058,0.52,0.139,0.261,0.516
4.303,1.49,15,CD8_c0_t-Teff,0.733,0.122,1.74,0.0,0.0,0.188,0.068,0.748,0.135,1.995,0.0,0.563,0.567,0.0,0.0,1.487,1.268,0.403,0.613,0.267,0.068,0.451,0.222,0.0,0.274
8.175,0.745,19,CD8_c3_Tn,1.0,0.04,1.33,0.026,0.0,0.054,0.037,1.42,0.396,1.706,0.224,2.176,0.993,0.087,0.131,0.287,0.425,0.141,0.948,0.523,0.124,1.528,0.094,0.0,0.047
8.462,0.745,49,CD8_c3_Tn,1.0,0.056,1.585,0.0,0.0,0.015,0.014,1.62,0.536,1.673,0.283,2.245,1.171,0.029,0.106,0.083,0.509,0.122,1.18,0.365,0.044,1.413,0.031,0.0,0.0
7.028,3.229,9,CD8_c3_Tn,0.889,0.0,0.432,0.0,0.255,0.64,0.0,0.193,0.0,1.276,0.0,0.244,0.0,0.244,1.536,0.0,0.244,0.922,0.482,0.0,0.244,0.0,0.255,0.0,0.529
8.032,0.994,35,CD8_c3_Tn,1.0,0.054,1.707,0.0,0.0,0.0,0.026,0.763,0.154,1.532,0.079,1.675,0.829,0.0,0.046,0.217,0.387,0.269,1.321,0.33,0.032,1.191,0.022,0.0,0.0
-4.446,-2.733,223,CD8_c1_Tex,0.969,0.054,0.784,0.261,0.15,1.334,0.381,0.821,0.11,0.323,0.335,0.275,0.083,0.338,1.168,0.741,0.586,0.106,0.374,0.508,0.252,0.183,0.243,0.054,0.134
2.295,0.0,200,CD8_c0_t-Teff,0.99,0.112,2.623,0.306,0.12,0.741,0.032,1.943,0.112,2.053,0.456,0.479,0.085,0.231,0.588,1.881,0.942,0.085,0.086,0.323,0.221,0.315,0.157,1.182,0.352
2.295,1.49,164,CD8_c0_t-Teff,0.976,0.12,1.375,0.162,0.032,0.418,0.033,0.87,0.157,1.673,0.141,1.134,0.135,0.274,0.532,1.446,1.154,0.296,0.298,0.478,0.161,0.493,0.199,0.144,0.636
2.582,0.0,204,CD8_c0_t-Teff,0.971,0.119,2.316,0.232,0.064,0.807,0.029,1.886,0.068,2.319,0.491,0.416,0.134,0.162,0.645,1.628,0.9,0.086,0.128,0.43,0.256,0.432,0.186,0.952,0.366
8.892,1.49,158,CD8_c3_Tn,1.0,0.015,0.714,0.006,0.003,0.017,0.013,0.774,0.135,1.373,0.15,0.94,0.917,0.006,0.125,0.115,0.246,0.104,1.254,0.406,0.102,0.915,0.01,0.004,0.012
8.175,2.733,1,CD8_c3_Tn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.874,0.0,0.0,0.0,0.0,0.0,0.0
9.036,2.236,2,CD8_c3_Tn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734,0.0,0.734,0.0,0.679,0.679,0.0,0.0,0.0,0.679,0.0,0.0,0.0,0.0,0.679,0.0,0.0,0.0
8.892,0.994,33,CD8_c3_Tn,1.0,0.064,1.094,0.0,0.0,0.043,0.079,0.671,0.466,1.097,0.199,1.399,1.026,0.017,0.246,0.127,0.482,0.171,1.478,0.785,0.0,1.525,0.056,0.0,0.028
3.872,0.745,67,CD8_c0_t-Teff,0.97,0.128,1.371,0.164,0.0,0.657,0.0,1.257,0.2,2.32,0.248,0.737,0.131,0.162,0.703,0.982,0.745,0.206,0.471,0.481,0.106,0.54,0.094,0.325,0.159
7.745,0.994,20,CD8_c3_Tn,0.95,0.0,1.751,0.0,0.048,0.131,0.0,0.535,0.405,2.085,0.266,1.143,0.9,0.0,0.0,1.049,0.179,0.147,1.251,0.201,0.012,0.906,0.0,0.122,0.0
0.287,-5.962,225,CD8_c5_Tisg,0.987,0.042,1.271,0.055,0.018,0.088,0.067,0.455,0.188,2.128,0.129,0.641,0.553,0.077,0.137,0.818,0.265,0.353,1.211,0.322,0.132,0.764,0.063,0.035,0.016
2.725,0.248,160,CD8_c0_t-Teff,0.975,0.13,2.183,0.169,0.175,0.761,0.066,1.875,0.093,2.445,0.494,0.838,0.241,0.132,0.486,1.573,1.096,0.172,0.312,0.5,0.146,0.692,0.064,0.771,0.406
2.438,0.745,97,CD8_c0_t-Teff,0.969,0.052,2.039,0.175,0.045,0.315,0.04,1.291,0.108,2.012,0.315,0.988,0.238,0.115,0.534,1.174,0.993,0.182,0.347,0.487,0.173,0.45,0.026,0.423,0.572
7.458,0.994,4,CD8_c3_Tn,1.0,0.0,2.212,0.0,0.0,0.0,0.0,0.281,0.0,1.354,0.0,1.414,1.454,0.0,0.0,0.281,0.213,0.0,1.635,0.494,0.0,1.302,0.213,0.0,0.0
-1.291,-2.236,37,CD8_c9_Tsen,1.0,0.0,1.178,0.282,0.261,1.279,0.231,1.523,0.0,0.641,0.352,0.178,0.059,0.242,0.62,1.305,0.534,0.112,0.066,0.13,0.144,0.117,0.254,0.13,0.332
0.43,1.242,230,CD8_c0_t-Teff,0.987,0.066,1.851,0.32,0.029,0.291,0.104,1.026,0.09,0.472,0.249,0.533,0.055,0.373,0.627,1.863,1.043,0.079,0.162,0.366,0.324,0.358,0.322,0.288,0.36
4.159,0.745,14,CD8_c0_t-Teff,0.857,0.0,1.819,0.0,0.0,0.167,0.0,0.901,0.0,2.59,0.177,1.432,0.679,0.185,0.261,1.123,1.142,0.503,0.577,0.504,0.086,0.731,0.107,0.128,0.0
8.749,0.745,1,CD8_c3_Tn,1.0,0.0,2.264,0.0,0.0,0.0,0.0,1.149,0.0,0.0,0.0,2.01,1.149,0.0,0.0,0.0,0.0,0.0,1.669,0.0,0.0,1.149,0.0,0.0,0.0
2.151,0.248,127,CD8_c0_t-Teff,0.961,0.113,2.317,0.275,0.06,0.74,0.082,1.85,0.127,1.834,0.423,0.682,0.126,0.078,0.555,1.508,0.952,0.08,0.206,0.337,0.19,0.462,0.032,0.58,0.353
1.578,0.248,246,CD8_c0_t-Teff,0.967,0.114,2.338,0.099,0.062,0.38,0.062,1.735,0.143,0.987,0.226,1.181,0.074,0.228,0.411,1.645,1.08,0.052,0.153,0.301,0.196,0.385,0.208,0.391,0.544
0.861,0.994,211,CD8_c0_t-Teff,0.995,0.088,1.983,0.285,0.046,0.372,0.073,1.232,0.134,0.434,0.241,0.592,0.029,0.302,0.525,2.013,1.096,0.058,0.136,0.274,0.171,0.332,0.231,0.363,0.583
0.143,-5.217,1,CD8_c5_Tisg,1.0,1.553,3.822,2.134,0.0,0.0,0.0,2.134,0.0,3.298,0.0,4.462,0.0,0.0,1.553,4.878,2.499,0.0,0.0,0.0,0.0,1.553,0.0,0.0,0.0
-0.143,-5.217,27,CD8_c5_Tisg,0.963,0.112,1.432,0.206,0.109,0.649,0.096,0.858,0.17,1.811,0.083,1.18,0.043,0.235,0.949,1.64,0.264,0.281,0.098,0.434,0.55,0.574,0.076,0.129,0.139
-0.717,1.242,217,CD8_c0_t-Teff,0.977,0.056,1.431,0.415,0.011,0.624,0.091,0.991,0.071,0.566,0.317,0.628,0.084,0.292,0.91,1.12,0.728,0.145,0.267,0.552,0.268,0.378,0.189,0.254,0.419
-1.578,0.248,124,CD8_c7_p-Tex,0.54,0.104,1.486,0.835,0.082,1.324,0.215,1.108,0.064,0.426,0.765,0.29,0.111,0.607,1.232,1.538,0.968,0.13,0.219,0.882,0.377,0.192,0.447,0.18,0.489
9.753,0.0,104,CD8_c13_Tn_TCF7,0.99,0.0,0.054,0.0,0.0,0.017,0.0,0.247,0.08,1.13,0.031,0.855,0.768,0.0,0.05,0.0,0.202,0.084,1.19,0.516,0.055,1.733,0.022,0.018,0.015
9.896,0.248,499,CD8_c13_Tn_TCF7,0.99,0.009,0.088,0.0,0.008,0.043,0.004,0.283,0.027,1.408,0.063,1.534,0.861,0.0,0.067,0.0,0.415,0.128,1.67,0.46,0.104,2.092,0.004,0.0,0.004
9.753,0.497,133,CD8_c13_Tn_TCF7,0.992,0.018,0.182,0.0,0.0,0.032,0.0,0.321,0.058,1.458,0.065,1.59,0.906,0.0,0.049,0.023,0.464,0.185,1.714,0.547,0.102,1.907,0.0,0.0,0.0
9.036,0.745,14,CD8_c13_Tn_TCF7,0.5,0.0,0.695,0.0,0.0,0.0,0.0,0.617,0.098,1.48,0.285,1.177,1.787,0.136,0.146,0.413,0.802,0.708,1.362,0.034,0.143,1.863,0.125,0.0,0.0
9.466,0.497,74,CD8_c13_Tn_TCF7,0.905,0.0,0.221,0.0,0.0,0.029,0.024,0.588,0.023,1.375,0.17,1.438,1.135,0.0,0.022,0.03,0.494,0.154,1.788,0.576,0.09,2.068,0.0,0.0,0.0
3.729,0.497,190,CD8_c0_t-Teff,0.995,0.101,1.258,0.429,0.04,1.318,0.062,1.292,0.141,2.708,0.308,0.503,0.153,0.168,0.914,0.961,0.942,0.301,0.358,0.461,0.121,0.508,0.008,0.401,0.354
10.04,0.0,43,CD8_c13_Tn_TCF7,1.0,0.0,0.0,0.0,0.0,0.0,0.056,0.29,0.032,1.884,0.112,1.571,0.554,0.0,0.071,0.0,0.621,0.102,1.91,0.285,0.053,2.16,0.0,0.0,0.0
9.322,0.745,23,CD8_c13_Tn_TCF7,0.652,0.0,0.842,0.0,0.084,0.0,0.082,0.354,0.0,1.509,0.082,1.606,0.912,0.0,0.25,0.18,0.48,0.458,1.616,0.69,0.197,1.786,0.0,0.0,0.073
9.466,0.994,1,CD8_c3_Tn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.881,1.881,0.0,1.881,0.0,0.0,0.0,0.0,1.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.884,2.484,9,CD8_c3_Tn,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.839,0.229,1.635,0.276,0.593,0.133,0.0,0.0,0.581,0.627,0.0,0.695,0.947,0.836,0.249,0.229,0.0,0.0
9.609,0.248,33,CD8_c13_Tn_TCF7,0.848,0.0,0.389,0.0,0.0,0.0,0.0,0.424,0.0,1.37,0.0,1.345,1.049,0.0,0.283,0.0,0.297,0.171,1.404,0.397,0.0,2.155,0.0,0.0,0.0
9.179,0.497,3,CD8_c3_Tn,0.667,0.0,1.773,0.0,0.0,0.0,0.0,0.794,0.0,1.628,0.422,1.395,1.011,0.0,0.274,0.813,0.737,0.0,2.292,0.274,0.0,1.011,0.77,0.0,0.0
9.179,0.994,9,CD8_c3_Tn,0.889,0.0,0.267,0.0,0.0,0.482,0.0,0.613,0.163,1.717,0.0,1.938,0.667,0.0,0.0,0.381,0.848,0.449,1.95,0.345,0.0,2.022,0.109,0.0,0.0
0.143,-5.714,76,CD8_c5_Tisg,0.974,0.088,1.504,0.046,0.046,0.3,0.06,0.738,0.074,1.639,0.236,0.904,0.156,0.18,0.199,0.967,0.369,0.22,0.809,0.266,0.094,0.731,0.096,0.088,0.163
2.868,0.0,222,CD8_c0_t-Teff,0.977,0.16,2.106,0.318,0.097,0.761,0.13,1.854,0.062,2.269,0.45,0.489,0.198,0.251,0.722,1.491,0.911,0.08,0.14,0.506,0.256,0.436,0.113,1.325,0.301
6.024,2.981,134,CD8_c12_Trm,0.963,0.071,0.76,0.345,0.097,0.484,0.086,1.199,0.142,1.746,0.213,0.096,0.037,0.142,0.428,1.098,0.439,0.017,0.049,0.425,0.145,0.289,0.125,0.329,0.118
2.582,-0.994,59,CD8_c0_t-Teff,0.983,0.161,2.053,0.712,0.178,1.738,0.253,1.648,0.093,0.676,0.807,0.295,0.101,0.343,1.082,1.321,1.071,0.022,0.059,0.743,0.337,0.174,0.342,0.866,0.342
1.578,-0.248,75,CD8_c0_t-Teff,1.0,0.093,2.577,0.44,0.09,0.649,0.057,1.839,0.13,1.09,0.257,0.75,0.111,0.15,0.636,1.256,0.781,0.097,0.176,0.298,0.195,0.378,0.252,0.919,0.389
6.167,3.229,327,CD8_c12_Trm,0.985,0.062,0.878,0.343,0.018,0.295,0.12,0.856,0.032,1.729,0.21,0.102,0.047,0.228,0.326,1.048,0.461,0.009,0.043,0.209,0.238,0.263,0.156,0.066,0.146
4.733,0.745,4,CD8_c3_Tn,0.5,0.0,1.834,0.0,0.0,0.0,0.0,1.856,0.379,2.25,0.391,0.731,0.493,0.416,0.0,1.116,0.729,0.0,0.352,0.379,0.0,0.58,0.0,0.0,0.0
3.012,-0.248,203,CD8_c0_t-Teff,0.985,0.092,2.014,0.54,0.073,0.844,0.059,1.762,0.053,2.183,0.686,0.532,0.185,0.17,0.69,1.506,0.924,0.119,0.219,0.479,0.266,0.375,0.099,1.467,0.375
-3.299,-2.236,292,CD8_c7_p-Tex,0.993,0.058,1.176,0.203,0.069,0.106,1.026,0.092,0.536,0.263,0.683,0.739,0.719,0.12,0.361,0.534,0.617,0.195,0.856,0.513,0.459,1.21,0.323,0.026,0.082
-4.303,-2.981,382,CD8_c1_Tex,0.992,0.088,1.201,0.528,0.239,1.276,0.565,0.945,0.115,0.171,0.385,0.221,0.078,0.521,1.298,1.435,0.721,0.053,0.33,0.551,0.321,0.133,0.372,0.056,0.214
-3.012,-6.707,7,CD8_c1_Tex,1.0,0.0,1.548,0.48,0.0,1.221,0.27,1.169,0.668,1.191,0.278,0.0,0.182,0.374,0.711,0.642,1.08,0.234,0.335,0.0,0.0,0.962,0.245,0.627,0.443
1.004,2.236,248,CD8_c0_t-Teff,0.984,0.098,1.271,0.341,0.04,0.255,0.046,0.726,0.061,0.9,0.216,0.645,0.021,0.278,0.563,1.761,1.152,0.148,0.291,0.528,0.156,0.397,0.236,0.11,0.511
0.43,4.223,149,CD8_c6_Tcm,0.993,0.035,0.46,0.481,0.004,0.08,0.019,0.433,0.063,1.068,0.284,0.319,0.032,0.185,0.678,0.844,0.4,0.144,0.259,0.246,0.297,0.399,0.155,0.046,0.13
4.159,0.248,15,CD8_c0_t-Teff,0.733,0.064,1.53,0.42,0.0,0.388,0.164,1.209,0.0,2.914,0.16,1.249,0.592,0.0,0.961,0.642,0.449,0.547,1.182,0.263,0.108,0.608,0.0,0.202,0.216
-0.861,1.49,272,CD8_c0_t-Teff,0.985,0.04,1.387,0.402,0.059,0.654,0.081,0.971,0.058,0.689,0.319,0.395,0.062,0.267,0.904,1.081,0.645,0.177,0.346,0.46,0.318,0.272,0.235,0.178,0.341
1.004,-1.242,21,CD8_c0_t-Teff,0.619,0.063,1.484,0.606,0.11,1.741,0.331,1.924,0.0,0.655,0.597,0.467,0.0,0.225,0.893,0.658,0.773,0.0,0.0,0.351,0.131,0.207,0.23,0.607,0.058
-1.291,0.745,194,CD8_c0_t-Teff,0.794,0.025,1.436,0.479,0.043,0.799,0.129,1.13,0.025,0.569,0.427,0.496,0.067,0.355,1.059,1.174,0.844,0.137,0.293,0.535,0.413,0.289,0.284,0.254,0.515
-1.434,1.49,221,CD8_c0_t-Teff,0.914,0.043,1.14,0.549,0.082,0.9,0.073,0.913,0.023,0.558,0.307,0.349,0.054,0.288,1.033,0.763,0.644,0.13,0.24,0.608,0.247,0.274,0.274,0.144,0.334
3.299,-0.745,205,CD8_c0_t-Teff,0.985,0.037,1.496,0.976,0.094,2.332,0.215,1.461,0.104,1.673,0.729,0.402,0.069,0.197,1.116,1.378,0.833,0.081,0.205,0.6,0.228,0.136,0.117,0.261,0.375
-1.434,0.994,236,CD8_c0_t-Teff,0.801,0.019,1.397,0.515,0.046,0.967,0.19,0.994,0.059,0.476,0.339,0.389,0.075,0.363,1.027,1.028,0.563,0.137,0.216,0.572,0.389,0.288,0.237,0.185,0.34
2.008,1.49,163,CD8_c0_t-Teff,0.939,0.112,1.457,0.27,0.077,0.437,0.018,1.136,0.131,1.557,0.211,1.189,0.121,0.183,0.467,1.542,1.253,0.194,0.331,0.494,0.152,0.354,0.186,0.228,0.736
-1.147,1.987,271,CD8_c0_t-Teff,0.982,0.027,1.025,0.352,0.015,0.381,0.054,0.658,0.045,0.667,0.219,0.404,0.072,0.206,0.731,0.823,0.437,0.12,0.263,0.438,0.272,0.255,0.222,0.134,0.149
6.454,3.229,31,CD8_c12_Trm,0.935,0.0,1.292,0.069,0.0,0.208,0.0,0.47,0.0,2.078,0.079,0.128,0.0,0.084,0.088,0.731,0.511,0.0,0.096,0.244,0.217,0.34,0.0,0.293,0.141
-0.574,-1.987,5,CD8_c9_Tsen,0.8,0.0,1.104,0.0,0.0,0.493,0.0,1.079,0.324,0.49,0.0,0.546,0.324,0.0,0.626,0.321,0.762,0.0,0.324,0.305,0.0,0.736,0.0,0.565,0.0
-3.155,-6.956,3,CD8_c1_Tex,1.0,0.0,0.692,0.928,0.0,1.979,0.0,0.997,0.0,0.596,0.23,0.23,0.0,0.23,0.0,1.369,0.365,0.23,0.0,0.23,0.0,0.365,0.0,0.0,0.0
6.311,2.981,41,CD8_c12_Trm,0.829,0.046,0.612,0.333,0.0,0.156,0.0,0.702,0.109,1.77,0.223,0.15,0.101,0.174,0.157,0.736,0.61,0.0,0.04,0.158,0.209,0.097,0.052,0.391,0.123
-0.143,-2.236,1,CD8_c4_Tstr,1.0,0.0,3.013,0.0,0.0,0.0,0.0,1.583,0.0,3.464,0.0,0.0,0.0,0.0,1.583,0.0,2.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.147,0.994,189,CD8_c0_t-Teff,0.831,0.031,1.488,0.552,0.017,0.985,0.159,1.015,0.053,0.466,0.433,0.424,0.065,0.368,0.953,1.243,0.818,0.17,0.23,0.55,0.342,0.271,0.289,0.224,0.315
-1.291,-1.242,53,CD8_c9_Tsen,0.868,0.04,1.596,0.461,0.062,0.968,0.159,1.313,0.076,0.516,0.494,0.392,0.15,0.181,1.196,1.314,0.778,0.143,0.27,0.838,0.425,0.32,0.283,0.418,0.473
2.725,1.739,130,CD8_c0_t-Teff,1.0,0.09,1.229,0.344,0.016,0.329,0.0,1.256,0.136,2.387,0.354,0.713,0.161,0.244,0.426,1.201,1.032,0.469,0.363,0.678,0.08,0.481,0.084,0.189,0.36
-2.151,0.745,236,CD8_c10_Teff_CD244,0.805,0.059,1.336,0.388,0.082,0.806,0.166,1.051,0.097,0.618,0.263,0.588,0.109,0.306,1.121,0.731,0.585,0.269,0.223,0.667,0.34,0.348,0.292,0.241,0.336
0.287,-2.484,12,CD8_c4_Tstr,0.833,0.296,1.131,0.216,0.344,1.033,0.415,1.537,0.567,0.396,1.082,0.522,0.0,0.169,0.584,2.395,0.529,0.0,0.0,0.0,0.0,0.168,0.414,0.414,0.6
