hex_x,hex_y,n_cells,state,state_purity,BCL6,CD69,CXCR6,ENTPD1,GZMB,HAVCR2,ID2,ID3,IL7R,ITGAE,KLF2,LEF1,PDCD1,PRF1,RGS1,RUNX3,S1PR1,SELL,SELPLG,SLAMF6,TCF7,TOX,XCL1,ZEB2
5.446,4.244,20,CD8.NaiveLike,1.0,0.116,0.813,0.277,0.099,0.084,0.0,0.283,0.165,2.739,0.346,1.041,0.45,0.0,0.206,0.509,0.569,0.982,1.222,0.73,0.123,1.089,0.041,0.134,0.128
-4.765,-2.594,8,CD8.TPEX,0.5,0.0,1.125,0.289,0.604,0.946,0.289,0.634,0.102,0.243,0.51,0.102,0.0,0.903,0.751,1.233,0.422,0.0,0.243,0.563,0.137,0.144,0.676,0.174,0.507
-5.446,-3.773,31,CD8.TEX,1.0,0.043,0.589,1.226,0.486,2.141,0.757,0.595,0.527,0.221,0.637,0.19,0.0,0.981,1.809,1.14,0.801,0.034,0.138,0.719,0.179,0.104,0.312,0.037,0.39
0.681,3.537,24,CD8.CM,1.0,0.0,1.362,1.012,0.061,2.374,0.106,1.23,0.054,2.651,0.615,0.268,0.109,0.831,1.206,1.505,0.805,0.062,0.074,0.406,0.085,0.223,0.172,0.961,0.66
-6.535,-4.244,22,CD8.TEX,1.0,0.0,0.806,1.689,0.771,2.136,1.038,1.454,0.123,0.283,1.154,0.0,0.0,0.975,1.831,1.954,0.52,0.0,0.04,0.584,0.22,0.054,0.509,0.157,0.432
-0.272,-1.415,13,CD8.EM,0.769,0.136,1.935,0.506,0.0,0.105,0.0,0.534,0.351,0.708,0.488,0.463,0.0,0.284,0.497,0.468,0.789,0.287,0.299,0.549,0.442,0.457,0.288,0.501,0.245
-5.718,-3.773,29,CD8.TEX,1.0,0.0,0.677,1.418,0.581,1.815,0.921,0.697,0.129,0.433,0.958,0.0,0.0,0.858,1.443,1.141,0.995,0.0,0.09,0.619,0.083,0.0,0.631,0.159,0.412
-5.037,-4.009,18,CD8.TEX,1.0,0.0,1.055,1.451,0.783,2.353,0.635,0.898,0.274,0.203,1.129,0.179,0.082,1.002,1.68,1.16,0.82,0.055,0.156,0.833,0.236,0.235,0.267,0.141,0.132
-1.634,-0.943,19,CD8.EM,0.947,0.0,1.08,0.803,0.082,0.513,0.131,0.953,0.148,0.122,0.408,0.476,0.059,0.791,0.959,1.48,1.031,0.064,0.0,0.941,0.088,0.112,0.566,0.073,0.559
-4.356,-4.716,4,CD8.TEX,1.0,0.293,0.263,1.031,0.0,1.647,0.388,1.961,0.388,0.681,1.134,1.324,0.337,0.684,1.716,0.475,0.26,0.0,0.0,0.721,0.0,0.0,0.293,0.0,0.681
-6.126,-3.065,11,CD8.TEX,0.909,0.0,0.464,1.49,0.579,1.539,0.386,0.736,1.085,0.293,0.921,0.0,0.0,0.978,0.612,0.561,0.507,0.0,0.154,0.407,0.424,0.0,1.095,0.689,0.293
2.451,1.886,5,CD8.CM,1.0,0.0,0.621,0.0,0.332,0.215,0.0,0.332,0.332,1.852,0.0,0.215,0.0,0.508,0.574,1.079,1.188,0.843,0.338,1.201,0.0,0.91,0.598,0.451,0.688
-6.807,-2.358,15,CD8.TEX,0.667,0.0,0.464,0.413,1.192,1.632,0.325,0.79,0.405,1.704,0.968,0.0,0.142,0.516,1.1,0.773,0.654,0.0,0.417,0.491,0.176,0.459,0.241,0.934,0.436
-6.126,-0.707,8,CD8.TPEX,1.0,0.0,0.387,0.0,0.77,0.0,0.0,0.097,0.699,0.579,0.97,0.35,0.0,0.776,0.554,0.0,0.222,0.0,0.121,0.0,0.097,1.082,1.165,1.012,0.285
1.225,3.537,19,CD8.CM,1.0,0.0,1.04,0.377,0.0,1.201,0.098,0.698,0.406,2.857,0.876,0.365,0.079,0.076,1.165,0.989,1.031,0.253,0.118,0.741,0.331,0.319,0.0,0.482,0.479
-3.131,-1.651,1,CD8.EM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.627,0.0,0.0,1.627,0.0,0.0,0.0,0.0,0.0,1.627,0.0,1.627,0.0,2.216,0.0
0.408,0.236,12,CD8.CM,0.833,0.1,1.496,0.183,0.0,0.252,0.0,0.533,0.069,1.596,0.178,0.432,0.0,0.175,0.106,0.775,0.702,0.523,0.67,0.986,0.319,0.488,0.273,0.0,0.737
-4.901,0.0,14,CD8.TPEX,1.0,0.076,1.588,0.497,0.0,1.514,0.495,1.18,0.0,0.237,0.373,0.221,0.0,0.757,0.856,0.727,0.479,0.0,0.071,0.444,0.0,0.176,0.483,1.868,0.512
-3.812,-2.83,2,CD8.TEX,1.0,0.0,0.79,1.266,0.0,0.0,0.0,1.49,0.0,0.0,0.98,0.0,0.0,1.083,0.79,1.083,1.159,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0
-6.943,-2.594,19,CD8.TEX,0.789,0.0,0.717,0.332,0.831,1.658,0.401,0.866,0.491,0.655,1.051,0.0,0.0,0.719,1.088,1.959,0.522,0.0,0.147,0.437,0.107,0.254,0.517,0.548,0.603
1.634,3.773,27,CD8.CM,1.0,0.0,1.171,0.532,0.05,1.051,0.136,1.061,0.205,3.021,0.717,0.482,0.208,0.393,0.741,0.801,0.389,0.175,0.057,0.469,0.161,0.65,0.148,0.442,0.413
-5.037,-4.48,17,CD8.TEX,1.0,0.078,0.881,1.342,0.592,2.355,0.779,1.043,0.084,0.544,1.327,0.084,0.098,0.714,1.555,1.166,0.62,0.0,0.228,0.8,0.31,0.0,0.385,0.179,0.369
2.178,1.886,7,CD8.CM,1.0,0.0,1.185,0.0,0.0,0.0,0.0,0.412,0.0,1.707,0.0,0.841,0.273,0.408,0.0,0.228,0.652,0.232,0.0,0.829,0.228,1.027,0.686,0.251,1.039
-6.126,-4.48,28,CD8.TEX,1.0,0.0,1.246,1.402,0.686,2.545,0.812,1.561,0.277,0.345,0.946,0.063,0.045,0.901,1.589,2.184,1.09,0.0,0.124,0.832,0.406,0.031,0.288,0.124,0.633
2.314,2.594,13,CD8.CM,1.0,0.0,1.11,0.0,0.296,0.1,0.1,1.125,0.0,2.312,0.09,0.993,0.217,0.613,0.261,1.087,0.762,0.37,0.571,0.548,0.0,0.328,0.09,0.523,0.277
-6.262,-3.301,23,CD8.TEX,0.957,0.055,0.657,1.088,0.716,1.577,0.665,0.74,0.452,0.829,1.017,0.0,0.099,1.082,1.253,0.55,0.57,0.047,0.19,0.582,0.262,0.2,0.35,0.271,0.15
0.817,0.943,5,CD8.CM,0.6,0.0,0.809,0.256,0.28,0.28,0.0,0.516,0.365,1.707,0.29,0.0,0.0,0.256,0.738,0.446,0.58,0.0,0.0,1.313,0.327,0.29,0.202,0.365,0.695
5.854,3.537,5,CD8.NaiveLike,0.8,0.0,0.504,0.0,0.331,0.0,0.0,0.468,0.684,1.687,0.417,0.767,0.541,0.706,0.0,0.0,1.105,0.454,0.56,0.203,0.265,1.35,0.265,0.0,0.0
4.493,4.009,14,CD8.NaiveLike,1.0,0.246,1.521,0.073,0.107,0.1,0.0,0.835,0.136,3.069,0.426,1.987,0.576,0.136,0.066,0.813,0.313,1.105,1.352,0.442,0.095,0.694,0.103,0.139,0.0
-4.084,-3.773,10,CD8.TEX,1.0,0.0,0.636,0.734,0.547,1.975,0.107,0.685,0.0,0.427,1.28,0.416,0.107,0.563,1.456,0.455,0.547,0.321,0.107,0.962,0.233,0.518,0.909,0.0,0.195
-4.356,0.0,1,CD8.TPEX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661,1.142,0.0,0.0,0.0,0.0,1.661,0.0,0.0,0.0,0.0,1.142
-5.446,-4.716,14,CD8.TEX,1.0,0.0,0.77,1.278,0.887,2.599,0.423,1.319,0.255,0.516,0.591,0.259,0.0,0.654,1.542,0.894,1.009,0.233,0.272,1.001,0.184,0.0,0.354,0.228,0.53
-3.812,-3.773,5,CD8.TEX,0.8,0.0,0.0,0.755,0.0,2.487,0.0,0.639,0.0,0.769,1.5,0.24,0.0,1.137,1.643,1.303,1.298,0.258,0.536,1.948,0.48,0.0,0.24,0.0,0.17
-4.901,-4.244,12,CD8.TEX,1.0,0.0,1.289,1.417,0.495,2.189,0.917,0.706,0.107,0.523,1.038,0.247,0.0,0.482,1.388,0.813,0.965,0.0,0.145,0.913,0.144,0.078,0.555,0.341,0.478
6.535,4.716,21,CD8.NaiveLike,0.952,0.133,0.919,0.151,0.085,0.107,0.0,0.261,0.145,2.556,0.437,0.628,0.572,0.0,0.466,0.109,0.634,1.013,1.629,0.804,0.062,0.83,0.109,0.087,0.103
-6.671,-4.952,12,CD8.TEX,1.0,0.104,1.626,1.639,0.521,3.257,0.975,1.437,0.294,0.124,1.49,0.285,0.078,0.823,2.294,2.29,0.889,0.078,0.0,0.871,0.178,0.0,0.55,0.38,0.723
-5.173,-4.716,9,CD8.TEX,1.0,0.139,1.143,1.152,0.578,2.604,0.374,1.357,0.14,0.0,1.777,0.127,0.0,0.758,2.123,1.858,1.241,0.0,0.0,1.117,0.0,0.14,0.485,0.134,0.964
-0.545,-2.83,11,CD8.EM,1.0,0.0,1.902,0.209,0.0,1.046,0.146,0.246,0.105,0.498,0.146,0.385,0.0,0.0,0.8,0.559,0.171,0.151,0.317,0.737,0.155,0.146,0.326,0.171,0.294
1.498,3.065,29,CD8.CM,1.0,0.0,1.05,0.486,0.066,1.207,0.142,0.451,0.246,2.367,0.311,0.723,0.107,0.309,0.913,0.793,0.961,0.09,0.043,0.508,0.048,0.418,0.226,0.714,0.796
-7.079,-2.358,13,CD8.TEX,0.846,0.071,0.965,0.94,1.068,2.268,0.148,0.843,0.449,1.263,1.528,0.074,0.0,0.281,1.412,1.68,0.791,0.077,0.114,0.545,0.077,0.171,0.442,1.209,0.73
-5.309,-3.065,6,CD8.TEX,1.0,0.0,0.561,0.534,0.655,1.539,0.0,0.489,0.0,0.415,0.781,0.403,0.0,1.355,0.311,0.839,0.473,0.0,0.0,1.109,0.158,0.0,1.057,0.824,0.238
5.309,3.065,7,CD8.NaiveLike,0.714,0.0,1.07,0.0,0.148,0.0,0.0,1.382,0.0,1.521,0.648,0.611,0.242,0.375,0.0,1.051,0.246,0.0,1.323,0.399,0.0,0.337,0.385,0.319,0.0
4.901,2.83,8,CD8.CM,0.5,0.0,1.017,0.0,0.108,0.0,0.0,0.204,0.204,1.98,0.244,0.482,0.5,0.0,0.0,0.554,0.689,0.0,0.743,0.0,0.0,0.975,0.0,0.421,0.57
2.587,1.651,1,CD8.CM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.503,0.0,0.0,0.0,0.0,2.079,0.0,0.0,0.0
2.042,3.065,17,CD8.CM,1.0,0.067,1.567,0.0,0.067,0.386,0.07,0.813,0.165,2.865,0.579,1.249,0.186,0.505,0.216,1.076,0.941,0.16,0.282,0.537,0.075,0.444,0.068,0.284,0.434
-5.718,-1.415,9,CD8.TPEX,1.0,0.357,0.542,0.631,0.73,0.0,0.137,1.293,0.518,1.886,1.315,0.0,0.126,0.413,0.526,1.219,0.971,0.0,0.24,0.183,0.264,1.328,0.384,1.354,0.541
-6.671,-2.122,4,CD8.TPEX,0.5,0.247,0.729,1.315,0.254,1.567,0.0,0.979,0.247,2.124,1.046,0.0,0.0,0.369,0.255,0.703,0.633,0.0,0.0,0.502,0.271,0.708,1.234,1.474,0.792
2.314,3.065,14,CD8.CM,1.0,0.081,0.778,0.0,0.054,0.51,0.0,0.949,0.155,2.275,0.26,1.25,0.139,0.178,0.324,0.508,0.879,0.127,0.454,0.321,0.086,0.733,0.0,0.368,0.418
4.493,4.48,12,CD8.NaiveLike,0.833,0.072,1.23,0.072,0.0,0.095,0.098,0.506,0.0,2.78,0.12,1.851,0.86,0.147,0.321,0.256,0.485,0.68,1.375,0.987,0.303,0.677,0.0,0.0,0.102
5.037,4.009,23,CD8.NaiveLike,0.826,0.0,0.858,0.16,0.044,0.0,0.053,0.143,0.201,2.552,0.279,1.21,0.413,0.269,0.249,0.578,0.415,0.637,1.35,0.48,0.203,0.684,0.053,0.0,0.162
7.215,4.48,34,CD8.NaiveLike,1.0,0.032,0.688,0.167,0.161,0.077,0.047,0.132,0.164,2.296,0.451,0.808,0.936,0.1,0.108,0.138,0.383,0.932,1.655,0.782,0.128,1.328,0.0,0.0,0.06
-6.807,-0.943,5,CD8.TPEX,1.0,0.0,0.884,0.793,0.816,0.0,0.0,0.0,1.292,2.803,0.949,0.0,0.454,0.272,0.927,1.06,0.0,0.0,0.231,0.0,0.0,0.4,0.231,1.653,0.66
-0.136,-0.236,9,CD8.EM,0.889,0.168,1.258,0.166,0.0,0.387,0.0,0.598,0.0,2.266,0.136,0.811,0.137,0.745,0.656,1.248,0.655,0.488,0.187,0.817,0.331,0.604,0.318,0.263,0.361
-3.948,-1.179,4,CD8.TPEX,0.75,0.36,0.649,0.0,0.441,0.341,0.0,0.721,0.0,2.227,1.057,0.0,0.0,0.587,0.24,1.351,0.409,0.0,0.0,0.409,0.0,1.503,0.24,0.307,0.767
5.99,-4.716,34,CD8.TEMRA,0.971,0.052,0.975,0.0,0.0,2.117,0.103,0.79,0.052,0.861,0.27,1.368,0.078,0.285,1.936,0.553,1.048,0.394,0.183,1.015,0.161,0.08,0.117,0.156,1.053
0.817,0.472,4,CD8.CM,1.0,0.0,0.553,0.505,0.0,0.0,0.0,0.252,0.0,2.19,0.252,0.757,0.568,0.433,0.252,0.771,0.0,0.301,0.0,0.89,0.0,0.0,0.0,0.0,0.0
0.272,0.0,9,CD8.CM,0.444,0.131,0.873,0.358,0.0,0.138,0.0,0.23,0.0,2.003,0.131,0.268,0.133,0.0,0.269,1.075,0.913,0.512,0.389,1.284,0.492,0.291,0.0,0.0,0.325
-0.953,-1.179,24,CD8.EM,0.958,0.0,1.119,0.61,0.0,0.179,0.126,0.346,0.104,0.624,0.493,0.171,0.13,0.441,0.587,0.813,0.312,0.235,0.182,0.896,0.092,0.563,0.309,0.384,0.464
3.131,2.594,4,CD8.CM,1.0,0.0,0.365,0.0,0.0,0.0,0.0,0.0,0.0,1.995,1.065,1.293,0.0,0.527,0.382,0.554,0.892,0.406,0.918,1.041,0.0,0.676,0.382,0.365,1.338
-1.089,-0.943,14,CD8.EM,1.0,0.244,1.873,0.496,0.0,0.35,0.186,1.051,0.126,0.734,0.397,0.337,0.0,0.518,0.536,0.846,0.774,0.242,0.06,0.563,0.32,0.114,0.609,0.327,0.685
-6.671,-0.707,9,CD8.TPEX,1.0,0.0,0.44,0.408,0.599,1.179,0.0,0.822,0.926,1.278,1.379,0.0,0.0,0.35,0.407,0.569,0.596,0.0,0.0,0.368,0.206,1.053,0.394,2.782,0.233
1.361,1.886,3,CD8.CM,1.0,0.721,0.74,0.262,0.0,0.843,0.0,0.508,0.786,0.262,0.526,0.0,0.0,0.526,0.74,0.933,1.198,0.0,0.0,1.111,0.262,0.478,0.0,0.0,1.46
-3.948,-4.009,8,CD8.TEX,1.0,0.0,0.416,0.804,0.379,2.535,0.141,1.06,0.0,0.318,0.987,0.0,0.0,0.398,1.029,0.448,1.189,0.169,0.0,1.087,0.169,0.0,0.592,0.0,0.338
-0.545,-2.358,20,CD8.EM,1.0,0.0,1.488,0.547,0.0,0.878,0.201,0.522,0.042,0.672,0.408,0.354,0.0,0.178,1.431,0.707,0.639,0.161,0.219,0.937,0.537,0.455,0.224,0.08,0.235
-2.587,-1.179,1,CD8.EM,1.0,1.447,0.0,0.0,0.0,2.639,0.0,0.0,0.0,0.0,1.447,0.0,0.0,2.639,3.021,2.015,2.375,0.0,0.0,1.447,0.0,0.0,0.0,0.0,0.0
0.817,3.301,16,CD8.CM,1.0,0.232,1.132,0.884,0.159,1.705,0.0,0.961,0.069,2.714,0.467,0.278,0.148,0.303,1.321,0.761,1.038,0.255,0.0,0.314,0.055,0.373,0.154,0.835,0.424
-5.99,-1.886,6,CD8.TPEX,1.0,0.156,0.424,0.845,0.639,0.0,0.0,0.695,0.0,0.628,0.952,0.235,0.0,0.0,0.564,1.622,0.472,0.0,0.37,0.605,0.0,0.888,0.0,1.043,0.345
5.99,3.301,13,CD8.NaiveLike,0.615,0.0,0.966,0.0,0.0,0.0,0.084,0.524,0.169,2.598,0.334,1.589,1.039,0.165,0.094,0.577,0.549,0.429,0.759,0.675,0.172,0.868,0.367,0.136,0.394
-4.493,-1.179,5,CD8.TPEX,0.8,0.0,0.612,0.0,0.637,0.0,0.0,0.952,0.403,1.337,0.946,0.598,0.0,0.373,0.0,0.884,0.639,0.0,0.0,0.713,0.0,0.904,0.946,0.935,0.0
4.765,3.537,10,CD8.NaiveLike,0.8,0.0,1.129,0.0,0.0,0.829,0.0,0.294,0.247,2.377,0.323,1.169,0.36,0.167,0.461,0.381,0.74,0.238,0.547,0.54,0.08,1.15,0.0,0.0,0.487
3.267,2.358,5,CD8.CM,1.0,0.0,0.645,0.249,0.0,0.0,0.0,0.0,0.0,2.43,0.249,1.114,0.161,0.0,0.587,0.796,0.497,1.01,1.093,1.372,0.353,0.72,0.0,0.0,1.029
-3.812,-3.301,4,CD8.TEX,1.0,0.0,1.024,2.537,0.827,0.936,0.421,1.117,0.0,0.336,0.421,0.0,0.0,1.11,1.998,1.219,0.816,0.0,0.88,0.6,0.0,0.0,0.421,0.0,0.939
-0.953,-2.122,25,CD8.EM,1.0,0.046,1.104,0.299,0.16,0.837,0.104,0.66,0.0,0.728,0.951,0.217,0.042,0.21,0.835,1.237,0.995,0.138,0.456,0.876,0.238,0.199,0.243,0.201,0.625
1.089,1.415,4,CD8.CM,1.0,0.0,1.285,0.263,0.263,0.0,0.0,0.713,0.368,0.751,0.861,0.0,0.488,0.471,0.0,0.348,0.837,0.0,0.0,0.876,0.0,0.368,0.0,0.0,0.366
-1.77,-2.594,15,CD8.EM,0.933,0.195,1.007,1.391,0.192,1.479,0.196,0.656,0.0,0.465,0.73,0.387,0.0,1.083,1.627,1.274,0.467,0.129,0.071,0.707,0.301,0.086,0.378,0.193,0.353
1.225,1.651,2,CD8.CM,1.0,0.0,1.33,0.0,0.0,0.0,0.0,0.552,0.0,0.976,1.202,0.552,0.0,0.808,1.069,0.0,1.102,0.0,0.0,0.0,0.0,0.808,0.0,0.778,1.981
-4.765,-3.065,6,CD8.TEX,1.0,0.0,1.157,1.278,0.437,3.155,0.78,0.0,0.409,0.432,1.001,0.144,0.144,1.151,1.208,1.205,0.626,0.144,0.0,0.439,0.219,0.144,0.675,0.0,0.219
-2.587,-2.594,5,CD8.EM,0.6,0.593,1.336,0.0,0.205,0.824,0.0,0.0,0.0,0.626,1.497,0.512,0.278,0.278,0.205,0.529,0.268,0.0,0.278,0.205,0.0,0.0,0.205,0.205,0.657
-5.718,-2.83,3,CD8.TEX,0.667,0.0,0.963,0.588,0.79,0.0,0.0,0.667,0.0,0.0,1.024,0.0,0.0,1.342,0.38,0.0,1.434,0.0,0.0,0.38,0.0,0.743,1.039,0.788,0.0
4.765,2.594,4,CD8.CM,1.0,0.0,1.315,0.0,0.0,0.0,0.0,0.741,0.96,2.824,0.74,1.894,0.517,0.0,0.0,1.177,0.967,0.443,1.023,0.0,0.74,1.017,0.0,0.669,1.166
-7.215,-3.065,16,CD8.TEX,1.0,0.052,1.133,1.257,0.865,2.559,0.574,1.348,0.43,0.52,1.686,0.052,0.118,1.015,1.116,1.611,1.018,0.0,0.187,0.45,0.215,0.0,0.204,0.447,0.948
1.089,0.943,7,CD8.CM,1.0,0.0,0.837,0.174,0.0,0.0,0.0,0.578,0.0,0.767,0.762,0.643,0.0,0.12,0.546,0.854,0.671,0.12,0.0,0.634,0.0,0.745,0.298,0.12,0.329
-5.309,-4.009,22,CD8.TEX,1.0,0.0,0.602,1.446,0.807,2.553,1.096,0.649,0.347,0.1,0.939,0.083,0.0,1.098,2.149,1.185,0.739,0.0,0.0,0.724,0.237,0.0,0.727,0.0,0.196
0.681,-1.651,11,CD8.EM,1.0,0.0,2.07,0.172,0.0,0.526,0.0,1.181,0.0,0.927,0.353,1.348,0.0,0.134,0.172,0.888,0.3,0.305,0.406,0.162,0.533,0.462,0.358,0.601,0.134
-4.629,0.472,4,CD8.TPEX,1.0,0.0,2.155,0.0,0.0,1.267,0.0,0.976,0.0,1.807,1.392,0.401,0.0,1.555,0.319,0.976,1.028,0.0,0.0,0.801,0.0,0.0,0.0,2.682,1.448
0.272,-1.886,12,CD8.EM,0.75,0.177,1.604,0.461,0.0,0.302,0.0,0.737,0.0,0.526,0.286,0.633,0.0,0.0,0.724,1.308,0.231,0.115,0.0,0.331,0.363,0.183,0.487,0.163,0.636
1.089,3.301,28,CD8.CM,1.0,0.144,1.288,0.624,0.0,1.32,0.058,1.047,0.218,2.322,0.489,0.441,0.051,0.333,1.184,1.055,0.929,0.242,0.162,0.571,0.137,0.387,0.084,0.63,0.32
1.225,1.179,4,CD8.EM,0.5,0.0,0.469,0.0,0.0,0.847,0.0,0.339,0.0,0.823,1.551,0.75,0.0,0.0,0.589,0.469,0.469,0.0,0.0,0.339,0.0,0.339,0.478,0.0,0.484
0.953,3.065,23,CD8.CM,1.0,0.173,0.888,0.283,0.0,1.363,0.084,0.858,0.08,2.497,0.313,0.448,0.109,0.575,0.858,1.108,0.822,0.131,0.036,0.647,0.0,0.35,0.119,0.944,0.827
4.22,4.009,17,CD8.NaiveLike,0.941,0.0,1.68,0.0,0.0,0.128,0.0,1.189,0.0,3.154,0.299,1.841,0.592,0.306,0.23,1.067,0.468,0.668,1.249,0.727,0.123,0.84,0.054,0.0,0.099
-6.535,-2.83,12,CD8.TEX,1.0,0.0,1.025,0.451,0.41,1.586,0.699,0.947,0.0,0.818,1.0,0.0,0.0,0.225,0.604,1.183,0.38,0.138,0.251,0.377,0.211,0.112,0.902,0.737,0.794
3.131,3.065,5,CD8.CM,1.0,0.0,1.611,0.0,0.0,0.0,0.0,0.815,0.0,3.024,0.356,0.817,0.195,0.258,0.0,0.752,0.258,0.208,0.461,0.447,0.0,0.716,0.0,0.645,1.033
-1.089,-0.472,13,CD8.EM,1.0,0.101,1.444,0.223,0.0,0.262,0.0,0.661,0.0,1.115,0.337,0.803,0.072,0.458,0.88,1.337,0.943,0.361,0.0,0.608,0.435,0.232,0.743,0.316,0.504
-5.99,-3.301,18,CD8.TEX,1.0,0.07,0.507,1.737,0.959,1.569,0.536,0.53,0.282,0.824,0.868,0.0,0.0,0.797,1.571,1.016,0.725,0.1,0.111,1.09,0.285,0.065,0.328,0.542,0.382
0.408,-1.179,9,CD8.EM,0.889,0.0,1.484,0.396,0.0,0.141,0.0,0.637,0.0,2.664,0.141,1.123,0.0,0.36,0.535,0.99,1.197,0.392,0.261,0.836,0.158,0.158,0.0,0.36,0.692
-2.587,7.781,10,CD8.MAIT,0.9,0.0,1.794,0.731,0.0,0.074,0.0,1.076,0.412,3.101,0.812,0.439,0.0,0.166,0.959,0.975,0.349,0.426,0.0,0.747,0.169,0.177,0.16,0.116,0.413
-1.498,-2.122,21,CD8.EM,1.0,0.043,1.122,1.118,0.156,1.124,0.162,0.518,0.161,0.405,0.824,0.082,0.0,0.575,1.434,1.4,1.029,0.093,0.147,0.779,0.219,0.165,0.487,0.0,0.314
4.629,3.301,15,CD8.NaiveLike,0.8,0.0,1.78,0.0,0.0,0.0,0.0,0.853,0.146,2.887,0.413,1.986,0.753,0.087,0.195,0.686,0.355,0.776,1.144,1.029,0.085,0.185,0.072,0.0,0.184
-5.173,-2.83,2,CD8.TEX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918,0.918,1.91,2.54,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0
-4.901,-3.301,11,CD8.TEX,1.0,0.0,0.473,0.976,0.731,1.991,0.24,0.562,0.132,0.207,1.01,0.0,0.0,0.723,1.276,0.973,0.635,0.0,0.108,0.744,0.424,0.0,0.68,0.12,0.406
-0.408,-2.594,17,CD8.EM,0.882,0.0,0.511,0.549,0.0,0.473,0.119,0.465,0.088,0.575,0.324,0.145,0.0,0.081,0.723,0.782,0.804,0.0,0.195,0.715,0.359,0.288,0.114,0.102,0.401
0.545,0.0,9,CD8.CM,0.778,0.0,1.042,0.278,0.144,0.521,0.177,0.506,0.352,2.326,0.406,1.051,0.116,0.249,0.714,0.563,0.635,0.438,0.205,0.607,0.0,0.321,0.161,0.0,1.062
-7.215,-2.122,2,CD8.TPEX,0.5,0.0,1.34,0.85,1.189,1.659,0.0,1.824,0.732,0.971,1.423,0.0,0.0,0.0,0.946,1.33,0.895,0.0,0.0,0.49,0.0,0.0,1.586,0.732,0.457
-6.126,0.236,6,CD8.TPEX,0.833,0.0,1.078,0.852,0.0,3.71,0.0,0.408,0.0,0.764,0.558,0.204,0.0,0.362,1.644,0.468,0.492,0.0,0.0,0.207,0.0,0.0,0.441,1.603,0.467
0.272,0.472,3,CD8.CM,1.0,0.49,0.748,0.34,0.34,0.0,0.0,0.0,0.34,1.106,0.34,1.088,0.898,0.49,0.407,0.34,1.581,0.407,0.585,0.681,0.407,0.0,1.088,0.34,0.0
-2.042,-0.707,3,CD8.EM,1.0,0.0,0.765,0.695,0.407,0.0,0.407,0.358,0.0,0.585,0.0,0.695,0.0,0.358,0.765,1.423,0.0,0.0,0.358,0.526,0.0,0.765,0.358,0.358,0.0
-4.493,-4.009,9,CD8.TEX,1.0,0.0,0.668,1.076,0.339,1.995,0.625,0.953,0.23,0.273,1.49,0.0,0.0,0.665,1.147,0.726,0.956,0.0,0.101,1.391,0.125,0.0,0.147,0.0,0.578
-0.681,0.236,2,CD8.CM,1.0,0.0,0.603,0.0,0.603,0.0,0.0,0.0,0.868,1.49,0.925,1.254,0.0,0.651,0.0,0.0,0.603,0.0,0.0,0.868,0.0,1.793,0.603,0.0,0.651
-2.178,-2.358,9,CD8.EM,1.0,0.0,1.493,0.801,0.275,1.269,0.0,0.676,0.741,0.284,1.06,0.277,0.0,0.875,1.733,1.163,0.595,0.0,0.299,0.249,0.0,0.257,0.752,0.0,0.136
-5.99,-2.83,7,CD8.TEX,1.0,0.151,0.151,0.15,0.871,0.82,0.0,0.644,0.17,0.62,1.112,0.0,0.0,1.164,0.734,1.065,0.829,0.0,0.483,0.306,0.795,0.568,0.635,0.421,0.176
5.718,3.773,12,CD8.NaiveLike,0.833,0.0,1.287,0.089,0.0,0.206,0.103,0.45,0.101,2.207,0.103,1.064,0.642,0.103,0.353,0.6,0.736,0.643,0.695,0.84,0.0,0.6,0.204,0.346,0.197
-2.042,-2.594,8,CD8.EM,0.875,0.0,1.246,0.668,0.224,1.38,0.329,0.403,0.0,0.598,0.466,0.318,0.0,0.233,1.066,1.519,0.568,0.0,0.152,0.415,0.224,0.0,0.558,0.0,0.355
-0.953,-2.594,23,CD8.EM,1.0,0.0,0.763,0.558,0.0,0.819,0.141,0.226,0.11,0.697,0.489,0.055,0.0,0.21,0.723,0.543,0.346,0.123,0.155,0.7,0.336,0.149,0.282,0.066,0.331
-0.272,0.472,2,CD8.CM,1.0,0.0,0.892,0.779,0.0,0.0,0.0,0.0,0.0,1.195,0.0,1.07,0.0,0.0,0.0,0.0,0.892,0.0,0.0,0.779,0.0,0.623,0.623,0.0,0.623
-1.498,-0.707,11,CD8.EM,1.0,0.112,1.589,0.586,0.0,0.99,0.099,1.129,0.152,0.305,0.616,0.145,0.0,0.592,1.119,1.977,0.851,0.0,0.109,0.355,0.121,0.468,1.033,0.157,0.748
4.084,2.358,3,CD8.CM,0.333,0.0,2.913,0.0,0.0,0.0,0.0,1.815,1.72,2.663,0.958,1.777,0.0,0.0,0.0,0.407,0.0,0.659,1.066,0.407,1.444,0.963,0.0,0.378,0.0
