hex_x,hex_y,n_cells,state,state_purity,BCL6,CD69,CXCR6,ENTPD1,GZMB,HAVCR2,ID2,ID3,IL7R,ITGAE,KLF2,LEF1,PDCD1,PRF1,RGS1,RUNX3,S1PR1,SELL,SELPLG,SLAMF6,TCF7,TOX,XCL1,ZEB2
9.198,6.759,495,GZMK+ Tex,0.515,0.037,1.438,0.669,0.382,2.139,0.899,1.074,0.355,0.143,0.672,0.267,0.046,0.97,1.668,1.969,0.751,0.031,0.127,0.558,0.248,0.066,0.678,0.26,0.379
8.083,5.793,717,CREM+ Trm,0.335,0.067,1.531,0.57,0.117,1.506,0.268,0.734,0.067,0.28,0.533,0.502,0.069,0.513,1.296,1.443,0.764,0.103,0.299,0.917,0.275,0.133,0.365,0.108,0.465
8.919,2.897,407,ITGB2+ Trm,0.651,0.052,2.712,0.465,0.006,0.042,0.034,0.418,0.185,0.947,0.334,1.164,0.123,0.398,0.567,1.248,0.499,0.114,0.385,0.557,0.372,0.54,0.518,0.289,0.21
7.944,5.552,738,CREM+ Trm,0.377,0.065,1.618,0.501,0.072,1.414,0.189,0.733,0.071,0.281,0.449,0.583,0.07,0.511,1.141,1.413,0.763,0.114,0.271,0.911,0.221,0.146,0.37,0.135,0.482
8.78,4.586,463,ITGB2+ Trm,0.596,0.046,2.166,0.471,0.053,0.666,0.161,0.785,0.148,0.317,0.386,0.572,0.12,0.464,0.886,1.608,0.672,0.103,0.28,0.644,0.382,0.237,0.563,0.276,0.311
7.665,5.552,716,CREM+ Trm,0.517,0.068,1.426,0.557,0.098,1.419,0.147,0.713,0.069,0.381,0.48,0.438,0.052,0.469,1.113,1.351,0.87,0.122,0.262,0.861,0.228,0.176,0.289,0.221,0.51
6.55,7.0,790,ITGAE+ Tex,0.594,0.068,1.732,0.925,0.428,1.761,0.233,1.308,0.08,1.006,0.966,0.21,0.108,0.492,0.864,1.507,0.858,0.069,0.194,0.766,0.147,0.127,0.259,0.514,0.685
7.386,6.517,578,ITGAE+ Tex,0.464,0.077,1.284,0.584,0.266,1.654,0.319,0.857,0.145,0.677,0.69,0.32,0.113,0.579,1.126,1.389,0.765,0.102,0.352,0.825,0.16,0.16,0.306,0.307,0.523
8.083,5.31,771,CREM+ Trm,0.318,0.049,1.62,0.452,0.059,1.259,0.162,0.694,0.052,0.259,0.474,0.547,0.086,0.457,1.075,1.338,0.742,0.102,0.255,0.826,0.295,0.119,0.373,0.134,0.415
7.804,6.276,608,ITGAE+ Tex,0.299,0.065,1.263,0.523,0.235,1.437,0.353,0.86,0.112,0.652,0.619,0.44,0.113,0.468,1.245,1.389,0.761,0.098,0.337,0.828,0.2,0.222,0.36,0.23,0.558
7.386,6.035,615,CREM+ Trm,0.449,0.047,1.327,0.607,0.145,1.402,0.241,0.763,0.102,0.495,0.562,0.395,0.091,0.538,1.122,1.346,0.808,0.082,0.237,0.866,0.192,0.159,0.268,0.197,0.593
6.968,6.276,639,ITGAE+ Tex,0.322,0.056,1.304,0.644,0.179,1.463,0.166,0.885,0.123,0.672,0.653,0.364,0.118,0.492,0.978,1.284,0.785,0.088,0.257,0.776,0.179,0.173,0.266,0.271,0.605
8.083,4.828,647,ITGB2+ Trm,0.393,0.048,1.819,0.395,0.045,0.833,0.085,0.745,0.06,0.344,0.332,0.607,0.096,0.387,0.952,1.348,0.728,0.142,0.259,0.806,0.227,0.184,0.394,0.223,0.473
8.362,4.828,636,ITGB2+ Trm,0.415,0.053,1.871,0.465,0.061,0.816,0.116,0.76,0.067,0.331,0.387,0.627,0.1,0.413,1.011,1.375,0.701,0.125,0.301,0.707,0.36,0.237,0.396,0.24,0.447
8.501,6.517,501,ITGAE+ Tex,0.499,0.042,1.492,0.773,0.318,2.119,0.756,0.949,0.202,0.263,0.709,0.373,0.066,0.781,1.536,1.855,0.747,0.055,0.206,0.793,0.249,0.065,0.509,0.236,0.499
7.526,5.793,694,CREM+ Trm,0.546,0.066,1.352,0.551,0.135,1.361,0.216,0.714,0.081,0.511,0.517,0.472,0.072,0.543,1.079,1.348,0.884,0.135,0.249,0.876,0.217,0.194,0.322,0.203,0.566
8.919,4.345,422,ITGB2+ Trm,0.72,0.039,2.215,0.449,0.032,0.562,0.15,0.771,0.178,0.255,0.422,0.509,0.092,0.398,0.798,1.591,0.563,0.035,0.195,0.583,0.28,0.133,0.437,0.271,0.319
8.083,4.345,770,ITGB2+ Trm,0.556,0.072,1.932,0.272,0.028,0.512,0.056,0.685,0.092,0.44,0.34,0.688,0.071,0.336,0.78,1.325,0.691,0.092,0.241,0.592,0.261,0.226,0.338,0.256,0.48
1.533,5.069,815,CMC1+ Temra,0.958,0.042,1.182,0.03,0.005,1.183,0.04,0.774,0.029,0.964,0.141,1.69,0.126,0.042,1.377,0.146,0.471,0.234,0.35,0.55,0.289,0.333,0.225,0.055,0.962
9.755,4.345,131,SELL+ Tpex,0.58,0.03,1.583,0.322,0.071,0.019,0.478,0.368,0.232,0.422,0.511,0.709,0.495,0.307,0.575,1.085,0.494,0.312,0.668,0.636,0.425,0.601,0.577,0.056,0.099
8.919,5.793,494,GZMK+ Tex,0.589,0.042,1.533,0.606,0.194,1.19,0.549,0.787,0.118,0.238,0.514,0.514,0.114,0.639,1.32,1.548,0.71,0.114,0.35,0.764,0.314,0.147,0.616,0.181,0.296
1.115,7.724,822,GNLY+ Temra,0.727,0.039,0.96,0.014,0.007,1.965,0.065,1.049,0.005,0.418,0.147,1.663,0.08,0.069,1.873,0.163,0.719,0.351,0.241,0.835,0.318,0.126,0.273,0.083,1.161
9.058,7.0,624,ITGAE+ Tex,0.702,0.033,1.606,0.713,0.358,2.402,0.9,1.226,0.566,0.097,0.651,0.287,0.042,0.91,1.581,2.184,0.632,0.026,0.1,0.563,0.215,0.04,0.52,0.277,0.38
11.288,9.414,364,Cycling T,1.0,0.029,0.9,0.133,0.305,1.072,0.405,0.758,0.485,0.135,0.546,0.426,0.061,0.427,0.936,1.012,0.724,0.119,0.347,0.499,0.191,0.094,0.658,0.394,0.364
10.034,5.31,589,GZMK+ Tex,0.942,0.017,1.878,0.521,0.186,0.339,0.775,0.749,0.283,0.149,0.306,0.224,0.038,0.849,1.348,2.12,0.575,0.047,0.095,0.337,0.447,0.072,0.814,0.229,0.098
7.526,6.759,707,ITGAE+ Tex,0.608,0.075,1.364,0.672,0.388,1.651,0.362,0.962,0.171,0.722,0.786,0.328,0.081,0.549,1.199,1.527,0.738,0.085,0.325,0.849,0.179,0.247,0.292,0.384,0.51
8.362,5.793,651,GZMK+ Tex,0.415,0.038,1.581,0.548,0.141,1.537,0.329,0.741,0.072,0.247,0.503,0.526,0.075,0.597,1.337,1.474,0.735,0.114,0.257,0.896,0.291,0.142,0.529,0.159,0.432
-0.697,6.517,550,GNLY+ Temra,0.596,0.008,0.596,0.016,0.0,2.359,0.058,0.908,0.006,0.497,0.245,1.662,0.089,0.074,2.335,0.05,0.661,0.418,0.317,0.967,0.401,0.138,0.29,0.053,1.135
8.083,6.276,685,ITGAE+ Tex,0.318,0.061,1.304,0.546,0.206,1.446,0.333,0.888,0.137,0.641,0.6,0.477,0.132,0.514,1.325,1.376,0.767,0.125,0.385,0.851,0.252,0.225,0.394,0.256,0.525
6.132,-0.483,231,MAIT,0.983,0.045,2.304,0.542,0.027,0.232,0.061,1.124,0.114,2.829,0.315,0.802,0.09,0.183,1.058,0.55,0.514,0.304,0.152,0.642,0.136,0.412,0.144,0.06,0.179
6.132,6.759,659,ITGAE+ Trm,0.436,0.064,1.915,1.012,0.316,1.812,0.198,1.237,0.074,1.092,0.993,0.195,0.072,0.459,0.924,1.691,0.889,0.07,0.088,0.76,0.155,0.079,0.226,0.591,0.795
11.149,9.655,551,Cycling T,1.0,0.05,1.261,0.284,0.32,1.618,0.457,0.981,0.534,0.152,0.674,0.369,0.08,0.475,0.936,1.271,0.697,0.07,0.22,0.509,0.177,0.053,0.509,0.486,0.398
2.09,8.448,552,GNLY+ Temra,0.897,0.042,1.606,0.0,0.004,2.285,0.094,1.27,0.025,0.509,0.169,1.372,0.08,0.12,1.655,0.374,0.61,0.323,0.24,0.937,0.244,0.065,0.194,0.132,0.992
8.78,5.069,545,GZMK+ Tex,0.314,0.054,1.791,0.474,0.052,0.844,0.24,0.719,0.107,0.245,0.508,0.586,0.099,0.532,1.153,1.373,0.681,0.143,0.306,0.725,0.339,0.22,0.502,0.205,0.365
7.526,6.276,633,ITGAE+ Tex,0.31,0.065,1.323,0.585,0.232,1.467,0.285,0.845,0.124,0.624,0.644,0.436,0.119,0.488,1.105,1.411,0.787,0.115,0.348,0.884,0.203,0.227,0.267,0.186,0.574
8.222,6.517,551,ITGAE+ Tex,0.559,0.053,1.379,0.686,0.318,1.791,0.552,0.896,0.172,0.409,0.673,0.39,0.08,0.521,1.317,1.627,0.677,0.078,0.302,0.848,0.243,0.192,0.356,0.268,0.478
7.247,7.241,585,ITGAE+ Tex,0.728,0.052,1.499,0.895,0.478,1.95,0.409,1.165,0.164,0.594,0.935,0.205,0.109,0.559,1.066,1.537,0.837,0.038,0.221,0.739,0.147,0.121,0.24,0.42,0.566
6.411,6.276,526,ITGAE+ Trm,0.342,0.096,1.639,0.665,0.198,1.467,0.119,1.08,0.115,1.0,0.624,0.292,0.077,0.472,0.813,1.433,0.919,0.09,0.178,0.73,0.122,0.128,0.223,0.425,0.696
8.919,4.828,491,GZMK+ Tex,0.322,0.071,1.844,0.57,0.055,0.64,0.287,0.677,0.126,0.297,0.484,0.566,0.106,0.503,0.943,1.597,0.721,0.098,0.349,0.624,0.378,0.268,0.598,0.201,0.336
10.173,7.966,244,GZMK+ Tex,0.684,0.026,0.897,0.177,0.325,1.676,0.479,1.027,0.539,0.248,0.357,0.143,0.148,0.572,1.231,0.833,0.482,0.041,0.252,0.278,0.189,0.111,0.47,1.783,0.371
6.829,6.517,619,ITGAE+ Tex,0.451,0.064,1.467,0.714,0.23,1.473,0.193,1.092,0.148,0.753,0.741,0.299,0.107,0.524,0.857,1.336,0.777,0.085,0.241,0.696,0.164,0.174,0.269,0.322,0.588
11.01,9.414,469,Cycling T,1.0,0.037,0.966,0.155,0.261,1.257,0.336,0.729,0.428,0.184,0.646,0.386,0.114,0.372,0.775,0.945,0.737,0.122,0.3,0.514,0.136,0.097,0.418,0.346,0.309
8.222,7.0,602,ITGAE+ Tex,0.831,0.044,1.379,0.831,0.422,2.284,0.744,1.075,0.29,0.215,0.762,0.267,0.041,0.781,1.507,1.973,0.833,0.035,0.122,0.78,0.208,0.061,0.366,0.188,0.538
7.107,0.241,7,MAIT,1.0,0.0,2.257,1.176,0.225,0.225,0.308,1.631,0.43,2.536,0.135,0.412,0.0,0.0,0.936,1.31,0.34,0.0,0.0,0.431,0.148,0.354,0.0,0.0,1.022
9.198,5.793,473,GZMK+ Tex,0.793,0.038,1.587,0.74,0.208,1.165,0.712,0.758,0.197,0.187,0.457,0.523,0.086,0.696,1.443,1.649,0.651,0.095,0.308,0.709,0.352,0.11,0.677,0.156,0.254
7.247,6.759,601,ITGAE+ Tex,0.567,0.091,1.386,0.683,0.323,1.65,0.269,1.057,0.18,0.674,0.753,0.291,0.109,0.479,1.071,1.312,0.776,0.092,0.325,0.747,0.155,0.183,0.219,0.335,0.481
6.968,6.759,689,ITGAE+ Tex,0.591,0.073,1.552,0.747,0.28,1.632,0.235,1.139,0.137,0.751,0.734,0.314,0.11,0.506,0.932,1.362,0.771,0.073,0.258,0.751,0.186,0.131,0.226,0.343,0.554
9.198,6.276,487,GZMK+ Tex,0.786,0.027,1.493,0.706,0.257,1.717,0.853,0.763,0.179,0.141,0.536,0.351,0.05,0.738,1.537,1.817,0.806,0.052,0.197,0.612,0.268,0.065,0.651,0.164,0.304
7.665,6.517,652,ITGAE+ Tex,0.485,0.073,1.2,0.608,0.314,1.352,0.302,0.826,0.19,0.75,0.675,0.347,0.116,0.532,1.139,1.417,0.716,0.097,0.39,0.853,0.22,0.276,0.324,0.326,0.541
9.337,7.483,524,ITGAE+ Tex,0.769,0.013,1.339,0.688,0.388,2.438,0.926,1.322,0.93,0.133,0.51,0.277,0.039,0.932,1.556,2.053,0.552,0.029,0.095,0.45,0.126,0.064,0.507,0.408,0.348
1.533,2.655,21,MACF1+ T,0.524,0.083,1.666,0.0,0.0,0.0,0.0,0.296,0.425,1.903,0.11,0.898,1.011,0.09,0.216,0.755,0.245,0.256,0.797,0.424,0.131,1.256,0.158,0.0,0.075
6.829,0.241,33,MAIT,0.818,0.035,2.593,0.705,0.028,0.548,0.054,1.112,0.089,2.725,0.409,0.286,0.074,0.16,1.08,1.628,0.83,0.204,0.046,0.557,0.218,0.683,0.181,0.041,0.509
10.591,8.69,287,Cycling T,0.983,0.014,0.763,0.114,0.223,0.963,0.281,0.602,0.344,0.205,0.572,0.456,0.181,0.365,1.098,0.696,0.531,0.129,0.469,0.506,0.205,0.134,0.46,0.564,0.368
7.107,6.517,613,ITGAE+ Tex,0.498,0.09,1.438,0.65,0.242,1.552,0.266,0.911,0.171,0.683,0.703,0.338,0.129,0.533,1.039,1.392,0.789,0.084,0.283,0.802,0.167,0.139,0.27,0.265,0.56
9.337,6.035,525,GZMK+ Tex,0.851,0.024,1.46,0.704,0.227,1.418,0.799,0.761,0.178,0.132,0.514,0.433,0.049,0.841,1.51,1.85,0.785,0.069,0.196,0.602,0.315,0.062,0.694,0.203,0.281
7.944,7.0,609,ITGAE+ Tex,0.8,0.082,1.462,0.93,0.423,2.181,0.671,1.157,0.237,0.337,0.874,0.248,0.084,0.695,1.382,1.806,0.761,0.033,0.177,0.837,0.212,0.088,0.344,0.207,0.548
6.829,7.0,748,ITGAE+ Tex,0.626,0.064,1.652,0.805,0.417,1.708,0.272,1.2,0.144,0.865,0.802,0.261,0.133,0.499,0.939,1.513,0.791,0.063,0.214,0.766,0.191,0.157,0.228,0.426,0.632
0.0,7.241,788,GNLY+ Temra,0.826,0.033,0.806,0.01,0.004,2.164,0.048,1.051,0.0,0.639,0.181,1.739,0.113,0.078,2.09,0.091,0.679,0.44,0.315,0.914,0.359,0.15,0.223,0.074,1.218
11.706,10.138,460,Cycling T,1.0,0.03,1.427,0.424,0.292,1.494,0.6,1.27,0.687,0.08,0.637,0.268,0.057,0.699,1.054,1.636,0.591,0.028,0.12,0.611,0.214,0.04,0.619,0.486,0.284
7.386,7.0,635,ITGAE+ Tex,0.622,0.08,1.404,0.717,0.401,1.602,0.359,0.945,0.22,0.667,0.779,0.245,0.138,0.552,1.019,1.418,0.74,0.064,0.291,0.735,0.145,0.149,0.254,0.362,0.485
8.222,6.035,660,GZMK+ Tex,0.256,0.061,1.563,0.599,0.187,1.521,0.355,0.746,0.095,0.386,0.53,0.503,0.118,0.582,1.312,1.452,0.789,0.103,0.363,0.853,0.282,0.167,0.455,0.15,0.444
7.526,7.241,604,ITGAE+ Tex,0.74,0.056,1.446,0.948,0.51,2.005,0.521,1.055,0.164,0.563,0.85,0.228,0.107,0.546,1.271,1.617,0.706,0.055,0.239,0.8,0.19,0.11,0.272,0.338,0.483
1.812,8.931,70,GNLY+ Temra,0.986,0.0,1.45,0.0,0.0,2.498,0.056,1.111,0.0,0.239,0.144,1.26,0.039,0.039,1.685,0.198,0.601,0.273,0.257,0.832,0.042,0.021,0.168,0.21,0.776
8.64,7.241,663,ITGAE+ Tex,0.864,0.05,1.51,0.744,0.488,2.675,1.045,1.273,0.446,0.088,0.76,0.239,0.025,0.942,1.685,2.192,0.729,0.012,0.08,0.686,0.241,0.031,0.461,0.194,0.537
2.648,8.931,50,MACF1+ T,0.68,0.029,0.969,0.0,0.0,2.273,0.097,1.032,0.0,0.252,0.118,1.346,0.087,0.111,2.645,0.181,0.742,0.546,0.485,1.333,0.448,0.053,0.42,0.029,1.77
2.787,8.207,447,GNLY+ Temra,0.861,0.067,1.49,0.038,0.004,2.05,0.091,1.174,0.022,0.762,0.153,1.16,0.071,0.092,1.401,0.514,0.693,0.475,0.184,0.851,0.161,0.103,0.153,0.153,1.17
2.787,-1.448,46,Tn,1.0,0.0,1.675,0.0,0.0,0.0,0.0,0.678,0.175,1.18,0.253,1.243,0.88,0.0,0.022,0.146,0.156,0.28,0.857,0.46,0.136,1.107,0.0,0.0,0.0
1.394,8.69,360,GNLY+ Temra,0.992,0.027,1.313,0.003,0.011,2.276,0.038,1.072,0.0,0.299,0.242,1.762,0.078,0.052,1.791,0.179,0.603,0.374,0.246,0.931,0.254,0.068,0.164,0.066,1.023
1.672,0.483,683,Tn,0.925,0.019,1.477,0.0,0.005,0.011,0.013,0.453,0.298,1.977,0.176,1.579,1.177,0.006,0.061,0.214,0.204,0.441,1.254,0.486,0.077,1.154,0.019,0.006,0.015
2.23,0.483,641,Tn,0.919,0.027,1.745,0.0,0.0,0.008,0.026,0.491,0.39,1.883,0.153,1.624,1.001,0.006,0.043,0.223,0.206,0.377,1.194,0.386,0.076,1.14,0.015,0.009,0.01
1.672,0.966,610,Tn,0.893,0.047,1.659,0.006,0.005,0.016,0.021,0.417,0.384,1.79,0.166,1.387,1.022,0.007,0.073,0.265,0.238,0.429,1.002,0.366,0.058,1.006,0.026,0.037,0.012
2.787,7.724,599,GNLY+ Temra,0.898,0.068,1.572,0.013,0.01,1.798,0.085,1.117,0.02,0.763,0.214,1.391,0.061,0.152,1.308,0.508,0.698,0.521,0.231,0.866,0.189,0.143,0.192,0.091,1.128
2.787,-0.483,267,Tn,0.959,0.013,1.85,0.0,0.003,0.0,0.009,0.53,0.234,1.836,0.16,1.467,0.793,0.004,0.046,0.184,0.14,0.35,1.279,0.465,0.084,1.342,0.0,0.0,0.017
2.509,-1.448,282,Tn,1.0,0.006,1.876,0.0,0.0,0.004,0.014,0.661,0.13,1.315,0.154,1.478,0.851,0.004,0.117,0.171,0.176,0.323,1.294,0.523,0.078,1.24,0.009,0.0,0.0
1.951,8.69,335,GNLY+ Temra,0.854,0.024,1.521,0.003,0.005,2.444,0.082,1.221,0.017,0.334,0.153,1.282,0.058,0.062,1.773,0.349,0.673,0.336,0.268,1.03,0.205,0.08,0.194,0.148,1.113
2.648,-1.207,332,Tn,1.0,0.005,1.91,0.0,0.0,0.002,0.013,0.649,0.163,1.344,0.153,1.466,0.791,0.0,0.078,0.139,0.152,0.341,1.214,0.471,0.062,1.224,0.005,0.0,0.0
9.755,3.862,131,SELL+ Tpex,0.969,0.048,1.596,0.142,0.071,0.039,0.611,0.064,0.31,0.571,0.509,1.185,0.892,0.182,0.322,0.588,0.45,0.334,1.203,0.829,0.565,1.34,0.387,0.011,0.086
2.369,1.69,334,Tn,0.805,0.025,1.558,0.019,0.02,0.029,0.013,0.4,0.45,1.699,0.177,1.165,0.648,0.024,0.082,0.296,0.305,0.432,0.857,0.294,0.055,0.818,0.015,0.037,0.047
2.648,0.724,388,Tn,0.768,0.018,1.783,0.0,0.021,0.014,0.017,0.458,0.346,2.127,0.156,1.653,0.928,0.034,0.038,0.312,0.235,0.477,1.254,0.526,0.087,1.111,0.05,0.009,0.011
2.927,1.69,460,Tcm,0.496,0.054,1.668,0.019,0.003,0.009,0.006,0.562,0.266,2.478,0.181,1.424,0.793,0.024,0.066,0.43,0.273,0.665,1.184,0.514,0.088,0.844,0.061,0.028,0.022
10.87,6.276,710,GZMK+ Tex,0.98,0.002,0.736,0.421,0.443,0.338,0.991,1.014,0.395,0.078,0.216,0.025,0.022,0.994,1.191,1.265,0.364,0.002,0.019,0.269,0.379,0.01,1.065,0.293,0.066
1.254,1.207,468,Tn,0.968,0.041,1.489,0.0,0.008,0.022,0.03,0.355,0.268,1.828,0.142,1.333,1.063,0.01,0.059,0.277,0.259,0.513,0.967,0.407,0.079,0.973,0.045,0.022,0.015
2.369,3.138,169,Early Tcm/Tem,0.651,0.033,1.459,0.033,0.0,0.148,0.033,0.68,0.278,2.22,0.219,1.759,1.24,0.045,0.441,0.269,0.356,0.576,0.971,0.756,0.173,1.436,0.103,0.208,0.145
2.369,1.207,452,Tn,0.861,0.033,1.833,0.005,0.01,0.012,0.027,0.495,0.452,1.899,0.155,1.43,0.843,0.023,0.07,0.333,0.25,0.383,0.965,0.401,0.091,0.935,0.031,0.055,0.015
2.787,1.931,302,Tcm,0.523,0.064,1.365,0.014,0.008,0.032,0.007,0.434,0.302,2.38,0.2,1.094,0.635,0.042,0.054,0.453,0.297,0.826,1.112,0.51,0.115,0.738,0.022,0.027,0.031
0.976,1.207,438,Tn,0.977,0.056,1.361,0.004,0.006,0.008,0.049,0.425,0.277,1.916,0.194,1.226,1.211,0.015,0.08,0.369,0.273,0.559,1.142,0.466,0.065,1.063,0.05,0.015,0.011
5.993,-0.241,166,MAIT,0.97,0.052,2.25,0.569,0.015,0.237,0.038,1.193,0.086,2.895,0.314,0.937,0.105,0.183,0.856,0.619,0.548,0.278,0.197,0.54,0.157,0.39,0.093,0.115,0.067
9.616,4.103,149,SELL+ Tpex,0.658,0.066,1.643,0.236,0.076,0.076,0.499,0.348,0.255,0.553,0.594,0.747,0.575,0.36,0.492,0.92,0.578,0.316,0.856,0.628,0.421,0.781,0.509,0.105,0.175
10.452,5.069,39,SELL+ Tpex,0.487,0.0,1.218,0.698,0.275,0.099,0.599,0.435,0.228,0.404,0.387,0.6,0.394,0.392,1.197,1.078,0.441,0.309,0.874,0.618,0.374,0.453,0.644,0.05,0.099
11.01,6.035,93,GZMK+ Tex,0.892,0.015,0.746,0.569,0.331,0.258,0.872,1.113,0.514,0.103,0.229,0.084,0.076,0.915,1.121,1.122,0.369,0.097,0.164,0.354,0.375,0.124,1.178,0.353,0.037
10.87,5.31,27,SELL+ Tpex,0.889,0.028,0.763,0.202,0.176,0.331,0.831,0.032,0.512,0.316,0.894,0.947,0.707,0.264,1.08,0.371,0.33,0.722,1.662,0.814,0.407,0.799,0.472,0.276,0.071
11.567,7.966,8,SELL+ Tpex,0.875,0.0,1.053,0.268,0.0,0.0,0.663,0.133,0.22,0.089,0.558,1.56,1.131,0.089,0.495,0.069,0.532,0.475,1.619,0.792,0.382,1.517,0.15,0.0,0.158
11.428,8.69,238,Cycling T,1.0,0.009,0.253,0.214,0.17,1.047,0.288,0.388,0.18,0.058,0.702,1.18,0.226,0.274,1.382,0.169,0.509,0.373,0.975,0.707,0.334,0.161,0.359,0.054,0.216
10.173,4.586,121,SELL+ Tpex,0.843,0.0,1.305,0.426,0.161,0.141,0.684,0.114,0.16,0.366,0.661,1.11,0.601,0.154,0.903,0.718,0.555,0.385,1.186,0.733,0.405,0.607,0.417,0.022,0.12
11.428,5.793,2,SELL+ Tpex,1.0,0.0,1.348,0.459,0.0,0.281,1.348,0.0,0.281,0.0,0.567,1.87,1.276,0.0,0.695,0.459,0.0,0.459,1.8,1.054,0.0,0.36,0.0,0.0,0.0
10.591,7.724,82,GZMK+ Tex,0.866,0.023,0.577,0.207,0.496,0.879,0.559,0.988,0.643,0.048,0.375,0.178,0.075,0.857,1.362,1.147,0.425,0.032,0.163,0.265,0.369,0.038,1.076,2.032,0.2
10.452,6.517,837,GZMK+ Tex,0.988,0.015,0.864,0.61,0.513,0.718,1.256,1.217,0.423,0.025,0.313,0.062,0.02,0.963,1.379,1.442,0.421,0.006,0.028,0.402,0.347,0.009,0.963,0.282,0.088
10.731,8.448,147,Cycling T,0.973,0.013,0.497,0.138,0.094,0.656,0.224,0.532,0.147,0.117,0.566,0.96,0.271,0.236,1.279,0.352,0.604,0.258,0.827,0.689,0.232,0.283,0.307,0.103,0.426
1.951,0.966,743,Tn,0.83,0.032,1.707,0.004,0.002,0.007,0.027,0.387,0.407,1.664,0.175,1.378,0.902,0.008,0.093,0.239,0.247,0.411,0.956,0.368,0.047,0.927,0.033,0.016,0.012
2.369,-1.69,170,Tn,1.0,0.026,1.792,0.0,0.0,0.0,0.0,0.54,0.138,1.56,0.113,1.412,0.929,0.0,0.098,0.136,0.125,0.297,1.579,0.645,0.096,1.349,0.0,0.0,0.0
10.87,8.207,47,Cycling T,1.0,0.007,0.346,0.268,0.167,1.005,0.311,0.494,0.181,0.112,0.54,1.143,0.254,0.199,1.525,0.255,0.563,0.217,1.028,0.898,0.35,0.211,0.274,0.097,0.315
9.616,4.586,245,GZMK+ Tex,0.449,0.043,2.051,0.403,0.102,0.24,0.438,0.656,0.165,0.366,0.441,0.515,0.221,0.625,0.841,1.753,0.508,0.093,0.276,0.548,0.321,0.316,0.715,0.269,0.109
11.149,6.759,152,GZMK+ Tex,0.98,0.0,0.579,0.357,0.61,0.414,1.204,1.182,0.616,0.023,0.155,0.034,0.017,1.206,1.233,1.026,0.355,0.027,0.04,0.244,0.419,0.021,1.25,0.317,0.11
11.706,8.69,28,Cycling T,0.964,0.0,0.607,0.293,0.152,0.551,0.635,0.398,0.278,0.117,0.812,1.635,0.851,0.164,1.243,0.136,0.417,0.634,1.225,1.077,0.505,0.567,0.398,0.021,0.126
11.567,9.414,157,Cycling T,1.0,0.015,0.816,0.222,0.278,0.62,0.386,0.654,0.45,0.143,0.464,0.587,0.144,0.406,1.032,0.925,0.649,0.154,0.445,0.587,0.316,0.159,0.692,0.214,0.208
5.156,11.345,517,ZNF683+ Teff,1.0,0.008,0.987,0.508,0.06,1.415,0.487,1.352,0.0,0.361,0.141,0.098,0.168,0.0,1.648,0.003,0.224,0.451,0.895,1.517,0.172,0.045,0.045,0.714,0.049
5.853,11.586,116,ZNF683+ Teff,1.0,0.0,1.05,0.689,0.091,1.565,0.667,1.288,0.0,0.315,0.088,0.011,0.196,0.014,1.88,0.0,0.31,0.358,0.753,1.518,0.119,0.062,0.042,1.041,0.058
3.902,11.104,209,ZNF683+ Teff,1.0,0.016,1.098,0.366,0.037,1.734,0.478,1.526,0.003,0.403,0.218,0.113,0.239,0.0,1.82,0.006,0.321,0.525,1.148,1.563,0.144,0.051,0.023,0.643,0.02
3.763,11.345,16,ZNF683+ Teff,1.0,0.0,1.06,0.546,0.083,1.254,0.27,1.199,0.0,0.524,0.174,0.52,0.437,0.0,1.663,0.0,0.419,0.414,0.652,1.707,0.268,0.0,0.086,0.738,0.083
5.017,11.586,126,ZNF683+ Teff,1.0,0.0,1.005,0.372,0.084,1.363,0.52,1.331,0.0,0.411,0.173,0.061,0.258,0.0,1.819,0.014,0.279,0.486,1.05,1.554,0.18,0.012,0.059,0.524,0.112
4.738,11.104,608,ZNF683+ Teff,1.0,0.007,0.976,0.489,0.045,1.546,0.466,1.455,0.0,0.428,0.189,0.124,0.136,0.01,1.643,0.014,0.257,0.485,0.863,1.53,0.136,0.037,0.035,0.761,0.051
4.041,11.345,63,ZNF683+ Teff,1.0,0.014,1.055,0.262,0.035,1.651,0.443,1.753,0.0,0.62,0.185,0.0,0.197,0.0,1.417,0.0,0.289,0.289,1.05,1.465,0.171,0.072,0.016,0.656,0.021
5.993,11.345,481,ZNF683+ Teff,1.0,0.015,1.194,0.957,0.085,1.525,0.743,1.36,0.003,0.228,0.203,0.047,0.134,0.006,1.84,0.003,0.277,0.261,0.556,1.479,0.149,0.025,0.075,1.128,0.094
5.574,12.069,1,ZNF683+ Teff,1.0,0.0,1.193,0.0,0.0,2.321,1.193,1.193,0.0,0.0,0.0,0.0,0.0,0.0,2.525,0.0,0.0,0.0,1.193,1.193,0.0,0.0,0.0,1.722,0.0
6.55,11.345,128,ZNF683+ Teff,1.0,0.024,1.29,1.13,0.116,1.711,0.792,1.226,0.0,0.172,0.184,0.026,0.112,0.0,1.915,0.026,0.231,0.155,0.311,1.64,0.218,0.0,0.064,1.267,0.097
6.689,11.104,218,ZNF683+ Teff,1.0,0.02,1.393,1.039,0.178,1.717,0.894,1.377,0.005,0.151,0.2,0.026,0.156,0.011,2.01,0.008,0.321,0.146,0.347,1.498,0.28,0.021,0.138,1.395,0.118
